Assembly	BioSample	bioproject	organism_name	infraspecific_name	contigs	Largest_contig	Total_length	GC	collection_date	country	host_species	drug_resistance
GCF_001947505.1	SAMN06010392	PRJNA224116	Mycobacterium tuberculosis	strain=I0003417-8	12	2086178	4384811	65.61	2012-01-01	Peru	Homo sapiens	
GCF_001947515.1	SAMN06010394	PRJNA224116	Mycobacterium tuberculosis	strain=I0003246-1	3	2989009	4391128	65.59	2012-01-01	Peru	Homo sapiens	
GCF_001947525.1	SAMN06010401	PRJNA224116	Mycobacterium tuberculosis	strain=I0002891-5	19	1100810	4378362	65.6	2012-01-01	Peru	Homo sapiens	
GCF_001947535.1	SAMN06010398	PRJNA224116	Mycobacterium tuberculosis	strain=M0013559-1	47	453536	4360030	65.52	2012-01-01	Peru	Homo sapiens	
GCF_001947585.1	SAMN06010404	PRJNA224116	Mycobacterium tuberculosis	strain=I0003474-9	4	3123228	4413791	65.59	2012-01-01	Peru	Homo sapiens	
GCF_001947595.1	SAMN06010408	PRJNA224116	Mycobacterium tuberculosis	strain=I0004247-8	9	2572356	4397084	65.61	2012-01-01	Peru	Homo sapiens	
GCF_001947605.1	SAMN06010407	PRJNA224116	Mycobacterium tuberculosis	strain=C0010357-3	14	1121101	4396925	65.62	2012-01-01	Peru	Homo sapiens	
GCF_001947615.1	SAMN06010411	PRJNA224116	Mycobacterium tuberculosis	strain=I0003933-4	20	1129638	4397134	65.59	2012-01-01	Peru	Homo sapiens	
GCF_001947665.1	SAMN06010414	PRJNA224116	Mycobacterium tuberculosis	strain=I0004216-3	12	1124886	4373794	65.59	2012-01-01	Peru	Homo sapiens	
GCF_001947675.1	SAMN06010420	PRJNA224116	Mycobacterium tuberculosis	strain=I0003844-3	17	2111278	4344592	65.59	2012-01-01	Peru	Homo sapiens	
GCF_001947685.1	SAMN06010417	PRJNA224116	Mycobacterium tuberculosis	strain=I0003780-9	41	813671	4364186	65.58	2012-01-01	Peru	Homo sapiens	
GCF_001947705.1	SAMN06010424	PRJNA224116	Mycobacterium tuberculosis	strain=M0017218-0	4	1968361	4379739	65.61	2012-01-01	Peru	Homo sapiens	
GCF_001947745.1	SAMN06010427	PRJNA224116	Mycobacterium tuberculosis	strain=I0004050-6	26	1034750	4384188	65.59	2012-01-01	Peru	Homo sapiens	
GCF_001947755.1	SAMN06010433	PRJNA224116	Mycobacterium tuberculosis	strain=I0004478-9	23	1476951	4400727	65.62	2012-01-01	Peru	Homo sapiens	
GCF_001947765.1	SAMN06010430	PRJNA224116	Mycobacterium tuberculosis	strain=I0004083-7	44	779262	4395624	65.56	2012-01-01	Peru	Homo sapiens	
GCF_001947805.1	SAMN06010442	PRJNA224116	Mycobacterium tuberculosis	strain=I0004426-8	8	1218595	4378712	65.57	2012-01-01	Peru	Homo sapiens	
GCF_001947815.1	SAMN06010445	PRJNA224116	Mycobacterium tuberculosis	strain=M0018715-4	4	3114977	4397211	65.61	2012-01-01	Peru	Homo sapiens	
GCF_001947825.1	SAMN06010439	PRJNA224116	Mycobacterium tuberculosis	strain=M0018310-4	5	3825396	4378622	65.58	2012-01-01	Peru	Homo sapiens	
GCF_001947865.1	SAMN06010436	PRJNA224116	Mycobacterium tuberculosis	strain=M0018174-4	10	1632788	4390876	65.6	2012-01-01	Peru	Homo sapiens	
GCF_001947885.1	SAMN06010449	PRJNA224116	Mycobacterium tuberculosis	strain=I0004553-9	18	1039730	4392103	65.6	2012-01-01	Peru	Homo sapiens	
GCF_001947895.1	SAMN06010453	PRJNA224116	Mycobacterium tuberculosis	strain=I0003711-4	8	1632809	4387215	65.6	2012-01-01	Peru	Homo sapiens	
GCF_001947905.1	SAMN06010456	PRJNA224116	Mycobacterium tuberculosis	strain=I0003367-5	27	838047	4355469	65.57	2012-01-01	Peru	Homo sapiens	
GCF_001947915.1	SAMN06010459	PRJNA224116	Mycobacterium tuberculosis	strain=I0005346-7	12	2621114	4414079	65.62	2012-01-01	Peru	Homo sapiens	
GCF_001947965.1	SAMN06010463	PRJNA224116	Mycobacterium tuberculosis	strain=I0004903-6	13	2175644	4379682	65.61	2012-01-01	Peru	Homo sapiens	
GCF_001947975.1	SAMN06010466	PRJNA224116	Mycobacterium tuberculosis	strain=I0004564-6	16	1414554	4366154	65.58	2012-01-01	Peru	Homo sapiens	
GCF_001947985.1	SAMN06010469	PRJNA224116	Mycobacterium tuberculosis	strain=I0004768-3	24	2152888	4389940	65.56	2012-01-01	Peru	Homo sapiens	
GCF_001947995.1	SAMN06010470	PRJNA224116	Mycobacterium tuberculosis	strain=I0005404-4	12	2083269	4384622	65.6	2012-01-01	Peru	Homo sapiens	
GCF_001948045.1	SAMN06010476	PRJNA224116	Mycobacterium tuberculosis	strain=I0005730-2	25	1159266	4390255	65.6	2012-01-01	Peru	Homo sapiens	
GCF_001948055.1	SAMN06010473	PRJNA224116	Mycobacterium tuberculosis	strain=I0005700-5	16	1740293	4401038	65.62	2012-01-01	Peru	Homo sapiens	
GCF_001948065.1	SAMN06010479	PRJNA224116	Mycobacterium tuberculosis	strain=M0025135-6	21	2097728	4417434	65.61	2012-01-01	Peru	Homo sapiens	
GCF_001948075.1	SAMN06010483	PRJNA224116	Mycobacterium tuberculosis	strain=I0005434-1	32	1047777	4387126	65.59	2012-01-01	Peru	Homo sapiens	
GCF_001948125.1	SAMN06010486	PRJNA224116	Mycobacterium tuberculosis	strain=C0012430-6	18	1732703	4398966	65.61	2012-01-01	Peru	Homo sapiens	
GCF_001948135.1	SAMN06010491	PRJNA224116	Mycobacterium tuberculosis	strain=I0003126-5	2	3919918	4386009	65.6	2012-01-01	Peru	Homo sapiens	
GCF_001948155.1	SAMN06010362	PRJNA224116	Mycobacterium tuberculosis	strain=I0001224-0	2	4014028	4393709	65.6	2012-01-01	Peru	Homo sapiens	
GCF_001948165.1	SAMN06010359	PRJNA224116	Mycobacterium tuberculosis	strain=I0000596-2	34	639234	4379859	65.54	2012-01-01	Peru	Homo sapiens	
GCF_001948205.1	SAMN06010365	PRJNA224116	Mycobacterium tuberculosis	strain=I0001410-5	28	1037447	4397651	65.58	2012-01-01	Peru	Homo sapiens	
GCF_001948215.1	SAMN06010368	PRJNA224116	Mycobacterium tuberculosis	strain=I0002394-0	5	3114797	4376501	65.62	2012-01-01	Peru	Homo sapiens	
GCF_001948225.1	SAMN06010372	PRJNA224116	Mycobacterium tuberculosis	strain=I0002176-1	3	3096704	4348344	65.6	2012-01-01	Peru	Homo sapiens	
GCF_001948255.1	SAMN06010375	PRJNA224116	Mycobacterium tuberculosis	strain=I0002664-6	21	2063106	4334308	65.6	2012-01-01	Peru	Homo sapiens	
GCF_001948285.1	SAMN06010378	PRJNA224116	Mycobacterium tuberculosis	strain=I0002837-8	5	3101655	4381435	65.61	2012-01-01	Peru	Homo sapiens	
GCF_001948295.1	SAMN06010381	PRJNA224116	Mycobacterium tuberculosis	strain=I0002687-7	13	2278119	4395294	65.6	2012-01-01	Peru	Homo sapiens	
GCF_001948305.1	SAMN06010385	PRJNA224116	Mycobacterium tuberculosis	strain=I0003277-6	12	1279626	4380209	65.57	2012-01-01	Peru	Homo sapiens	
GCF_001948315.1	SAMN06010389	PRJNA224116	Mycobacterium tuberculosis	strain=I0003569-6	24	1458823	4388916	65.58	2012-01-01	Peru	Homo sapiens	
GCF_001948365.1	SAMN06010390	PRJNA224116	Mycobacterium tuberculosis	strain=I0002560-6	13	1469443	4391958	65.59	2012-01-01	Peru	Homo sapiens	
GCF_001948375.1	SAMN06010393	PRJNA224116	Mycobacterium tuberculosis	strain=I0002904-6	38	652641	4404287	65.58	2012-01-01	Peru	Homo sapiens	
GCF_001948385.1	SAMN06010395	PRJNA224116	Mycobacterium tuberculosis	strain=I0003297-4	9	1737615	4373219	65.58	2012-01-01	Peru	Homo sapiens	
GCF_001948405.1	SAMN06010396	PRJNA224116	Mycobacterium tuberculosis	strain=I0000522-8	47	632566	4375259	65.53	2012-01-01	Peru	Homo sapiens	
GCF_001948445.1	SAMN06010399	PRJNA224116	Mycobacterium tuberculosis	strain=M0013712-6	15	1158335	4391892	65.57	2012-01-01	Peru	Homo sapiens	
GCF_001948455.1	SAMN06010402	PRJNA224116	Mycobacterium tuberculosis	strain=I0002991-3	35	1662831	4387788	65.6	2012-01-01	Peru	Homo sapiens	
GCF_001948465.1	SAMN06010405	PRJNA224116	Mycobacterium tuberculosis	strain=I0002881-6	20	1121286	4414278	65.61	2012-01-01	Peru	Homo sapiens	
GCF_001948475.1	SAMN06010409	PRJNA224116	Mycobacterium tuberculosis	strain=I0004237-9	7	1989135	4394300	65.6	2012-01-01	Peru	Homo sapiens	
GCF_001948525.1	SAMN06010412	PRJNA224116	Mycobacterium tuberculosis	strain=I0003083-8	5	3108754	4401631	65.61	2012-01-01	Peru	Homo sapiens	
GCF_001948535.1	SAMN06010415	PRJNA224116	Mycobacterium tuberculosis	strain=M0016693-5	8	2704792	4405281	65.6	2012-01-01	Peru	Homo sapiens	
GCF_001948545.1	SAMN06010418	PRJNA224116	Mycobacterium tuberculosis	strain=M0016824-6	8	2265107	4379835	65.63	2012-01-01	Peru	Homo sapiens	
GCF_001948565.1	SAMN06010421	PRJNA224116	Mycobacterium tuberculosis	strain=M0017196-8	18	1158923	4392895	65.57	2012-01-01	Peru	Homo sapiens	
GCF_001948605.1	SAMN06010422	PRJNA224116	Mycobacterium tuberculosis	strain=I0004300-5	15	1739929	4385687	65.6	2012-01-01	Peru	Homo sapiens	
GCF_001948615.1	SAMN06010425	PRJNA224116	Mycobacterium tuberculosis	strain=I0003622-3	17	1155046	4387719	65.6	2012-01-01	Peru	Homo sapiens	
GCF_001948625.1	SAMN06010428	PRJNA224116	Mycobacterium tuberculosis	strain=I0003998-7	35	1042947	4386892	65.59	2012-01-01	Peru	Homo sapiens	
GCF_001948645.1	SAMN06010431	PRJNA224116	Mycobacterium tuberculosis	strain=I0004277-5	3	3830604	4392380	65.61	2012-01-01	Peru	Homo sapiens	
GCF_001948685.1	SAMN06010434	PRJNA224116	Mycobacterium tuberculosis	strain=I0004266-8	33	626224	4366312	65.57	2012-01-01	Peru	Homo sapiens	
GCF_001948695.1	SAMN06010437	PRJNA224116	Mycobacterium tuberculosis	strain=I0004265-0	15	1743960	4388668	65.61	2012-01-01	Peru	Homo sapiens	
GCF_001948705.1	SAMN06010440	PRJNA224116	Mycobacterium tuberculosis	strain=I0003338-6	10	2151778	4388908	65.61	2012-01-01	Peru	Homo sapiens	
GCF_001948725.1	SAMN06010443	PRJNA224116	Mycobacterium tuberculosis	strain=I0003826-0	14	1153791	4351994	65.56	2012-01-01	Peru	Homo sapiens	
GCF_001948765.1	SAMN06010446	PRJNA224116	Mycobacterium tuberculosis	strain=I0004527-3	35	1001013	4413912	65.58	2012-01-01	Peru	Homo sapiens	
GCF_001948775.1	SAMN06010450	PRJNA224116	Mycobacterium tuberculosis	strain=I0003112-5	18	1342606	4357148	65.58	2012-01-01	Peru	Homo sapiens	
GCF_001948785.1	SAMN06010447	PRJNA224116	Mycobacterium tuberculosis	strain=I0003206-5	39	681315	4379293	65.56	2012-01-01	Peru	Homo sapiens	
GCF_001948805.1	SAMN06010454	PRJNA224116	Mycobacterium tuberculosis	strain=I0004154-6	2	3823259	4375492	65.58	2012-01-01	Peru	Homo sapiens	
GCF_001948845.1	SAMN06010457	PRJNA224116	Mycobacterium tuberculosis	strain=I0003329-5	23	1037536	4378448	65.57	2012-01-01	Peru	Homo sapiens	
GCF_001948855.1	SAMN06010460	PRJNA224116	Mycobacterium tuberculosis	strain=I0005328-5	7	1573077	4395795	65.61	2012-01-01	Peru	Homo sapiens	
GCF_001948865.1	SAMN06010461	PRJNA224116	Mycobacterium tuberculosis	strain=I0005422-6	7	3719913	4389662	65.61	2012-01-01	Peru	Homo sapiens	
GCF_001948885.1	SAMN06010464	PRJNA224116	Mycobacterium tuberculosis	strain=I0004385-6	13	2205598	4409758	65.61	2012-01-01	Peru	Homo sapiens	
GCF_001948925.1	SAMN06010467	PRJNA224116	Mycobacterium tuberculosis	strain=I0004727-9	51	574557	4382887	65.57	2012-01-01	Peru	Homo sapiens	
GCF_001948935.1	SAMN06010471	PRJNA224116	Mycobacterium tuberculosis	strain=C0010613-9	8	2096852	4395806	65.61	2012-01-01	Peru	Homo sapiens	
GCF_001948945.1	SAMN06010474	PRJNA224116	Mycobacterium tuberculosis	strain=I0004748-5	13	2493429	4350375	65.61	2012-01-01	Peru	Homo sapiens	
GCF_001948965.1	SAMN06010477	PRJNA224116	Mycobacterium tuberculosis	strain=I0005510-8	17	1751214	4387400	65.6	2012-01-01	Peru	Homo sapiens	
GCF_001949005.1	SAMN06010480	PRJNA224116	Mycobacterium tuberculosis	strain=M0025221-4	25	926692	4408237	65.61	2012-01-01	Peru	Homo sapiens	
GCF_001949015.1	SAMN06010481	PRJNA224116	Mycobacterium tuberculosis	strain=I0005796-3	10	3720984	4391016	65.6	2012-01-01	Peru	Homo sapiens	
GCF_001949025.1	SAMN06010484	PRJNA224116	Mycobacterium tuberculosis	strain=M0025667-8	6	3109335	4391336	65.6	2012-01-01	Peru	Homo sapiens	
GCF_001949045.1	SAMN06010487	PRJNA224116	Mycobacterium tuberculosis	strain=C0000689-1	12	1742298	4379628	65.57	2012-01-01	Peru	Homo sapiens	
GCF_001949085.1	SAMN06010488	PRJNA224116	Mycobacterium tuberculosis	strain=I0001192-9	3	3732111	4411480	65.62	2012-01-01	Peru	Homo sapiens	
GCF_001949095.1	SAMN06010492	PRJNA224116	Mycobacterium tuberculosis	strain=M0018035-7	11	1741036	4394484	65.6	2012-01-01	Peru	Homo sapiens	
GCF_001969025.1	SAMN04595071	PRJNA224116	Mycobacterium tuberculosis	strain=6548	3	4408292	4417418	65.63	1998	Argentina	Homo sapiens	
GCF_001969035.1	SAMN04595072	PRJNA224116	Mycobacterium tuberculosis	strain=410	3	4408238	4416025	65.63	1995	Argentina	Homo sapiens	
GCF_001997685.1	SAMN05721795	PRJNA224116	Mycobacterium tuberculosis	strain=CDPH_C58	145	222641	4253502	65.42				
GCF_001997745.1	SAMN05721796	PRJNA224116	Mycobacterium tuberculosis	strain=CDPH_C59	153	222649	4253999	65.44				
GCF_001997765.1	SAMN05721797	PRJNA224116	Mycobacterium tuberculosis	strain=CDPH_C61	167	222647	4227082	65.44				
GCF_001997825.1	SAMN05721798	PRJNA224116	Mycobacterium tuberculosis	strain=CDPH_C65	550	42873	4025823	65.57				
GCF_001997855.1	SAMN05721793	PRJNA224116	Mycobacterium tuberculosis	strain=CDPH_C56	157	222608	4233338	65.39				
GCF_001997905.1	SAMN05721800	PRJNA224116	Mycobacterium tuberculosis	strain=CDPH_C68	173	199195	4264665	65.54				
GCF_001997915.1	SAMN05721801	PRJNA224116	Mycobacterium tuberculosis	strain=CDPH_C69	160	222566	4287907	65.54				
GCF_001998065.1	SAMN05721794	PRJNA224116	Mycobacterium tuberculosis	strain=CDPH_C57	195	222652	4223407	65.41				
GCF_001999445.1	SAMN05721799	PRJNA224116	Mycobacterium tuberculosis	strain=CDPH_C67	145	222647	4275299	65.48				
GCF_002000185.1	SAMN06169722	PRJNA224116	Mycobacterium tuberculosis	strain=ISOLATE48	88	270065	4306738	65.47	2004	South Africa	Homo sapiens	
GCF_002000215.1	SAMN06169721	PRJNA224116	Mycobacterium tuberculosis	strain=ISOLATE46	107	242569	4294183	65.39	2002	Viet Nam	Homo sapiens	
GCF_002003715.1	SAMN06189363	PRJNA224116	Mycobacterium tuberculosis	strain=T11555	129	221511	4314912	65.48	2015-08-07	Russia	Homo sapiens	
GCF_002003745.1	SAMN06189364	PRJNA224116	Mycobacterium tuberculosis	strain=EKB_8	132	204801	4323410	65.51		Russia	Homo sapiens	
GCF_002072775.2	SAMN06622696	PRJNA224116	Mycobacterium tuberculosis	strain=MTB1	1	4433542	4433542	65.61	2016	South Korea	Homo sapiens	
GCF_002087305.1	SAMN06624815	PRJNA224116	Mycobacterium tuberculosis	strain=MTB9	223	162481	4356488	65.43	2016-04-01	Morocco	Homo sapiens	
GCF_002087345.1	SAMN06624814	PRJNA224116	Mycobacterium tuberculosis	strain=MTB8	202	177872	4351699	65.49	2015-02-13	Morocco	Homo sapiens	
GCF_002087385.1	SAMN06624812	PRJNA224116	Mycobacterium tuberculosis	strain=MTB2	237	177770	4290904	65.33	2016-02-11	Morocco	Homo sapiens	
GCF_002087415.1	SAMN06624811	PRJNA224116	Mycobacterium tuberculosis	strain=MTB1	242	163464	4341655	65.36	2016-08-11	Morocco	Homo sapiens	
GCF_002110345.1	SAMN06077019	PRJNA224116	Mycobacterium tuberculosis	strain=MNPK	20	814627	4409295	65.59	2015-10	Pakistan	Homo sapiens	
GCF_002116755.1	SAMN05833360	PRJNA224116	Mycobacterium tuberculosis	strain=Beijing-like/35049	1	4427062	4427062	65.61	2008	Colombia	Homo sapiens	
GCF_002116775.1	SAMN05833361	PRJNA224116	Mycobacterium tuberculosis	strain=Beijing-like/36918	1	4441591	4441591	65.61	2007	Colombia	Homo sapiens	
GCF_002116795.1	SAMN05833362	PRJNA224116	Mycobacterium tuberculosis	strain=Beijing-like/38774	1	4431885	4431885	65.6	2007	Colombia	Homo sapiens	
GCF_002116815.1	SAMN05833364	PRJNA224116	Mycobacterium tuberculosis	strain=Beijing/391	1	4406925	4406925	65.58	2013	Colombia	Homo sapiens	
GCF_002116835.1	SAMN05833363	PRJNA224116	Mycobacterium tuberculosis	strain=Beijing-like/50148	1	4444417	4444417	65.59	2008	Colombia	Homo sapiens	
GCF_002116855.1	SAMN05833359	PRJNA224116	Mycobacterium tuberculosis	strain=Beijing-like/1104	1	4380156	4380156	65.55	2012	Colombia	Homo sapiens	
GCF_002128795.1	SAMN06094072	PRJNA224116	Mycobacterium tuberculosis	strain=02-R0014	9	2260688	4385299	65.6	2012-01-01	Peru	Homo sapiens	
GCF_002128825.1	SAMN06094073	PRJNA224116	Mycobacterium tuberculosis	strain=02-R0123	7	2084861	4393630	65.62	2012-01-01	Peru	Homo sapiens	
GCF_002128845.1	SAMN06094074	PRJNA224116	Mycobacterium tuberculosis	strain=02-R0924	5	3575367	4392526	65.62	2012-01-01	Peru	Homo sapiens	
GCF_002128855.1	SAMN06094077	PRJNA224116	Mycobacterium tuberculosis	strain=00-R1169	15	1055003	4374217	65.61	2012-01-01	Peru	Homo sapiens	
GCF_002128865.1	SAMN06094075	PRJNA224116	Mycobacterium tuberculosis	strain=02-R1752	4	1888821	4392096	65.59	2012-01-01	Peru	Homo sapiens	
GCF_002128905.1	SAMN06094081	PRJNA224116	Mycobacterium tuberculosis	strain=01-R0226	24	1420721	4395542	65.58	2012-01-01	Peru	Homo sapiens	
GCF_002128925.1	SAMN06094086	PRJNA224116	Mycobacterium tuberculosis	strain=02-R0236	34	978599	4378670	65.62	2012-01-01	Peru	Homo sapiens	
GCF_002128935.1	SAMN06094089	PRJNA224116	Mycobacterium tuberculosis	strain=00-R1245-2	10	1055335	4391284	65.63	2012-01-01	Peru	Homo sapiens	
GCF_002128945.1	SAMN06094092	PRJNA224116	Mycobacterium tuberculosis	strain=01-R0746	5	2725611	4409069	65.62	2012-01-01	Peru	Homo sapiens	
GCF_002128985.1	SAMN06094093	PRJNA224116	Mycobacterium tuberculosis	strain=00-R1562	11	1892774	4384267	65.6	2012-01-01	Peru	Homo sapiens	
GCF_002129005.1	SAMN06094096	PRJNA224116	Mycobacterium tuberculosis	strain=01-R0817	10	1889533	4384063	65.61	2012-01-01	Peru	Homo sapiens	
GCF_002129015.1	SAMN06094094	PRJNA224116	Mycobacterium tuberculosis	strain=01-R0270	19	1474390	4392396	65.61	2012-01-01	Peru	Homo sapiens	
GCF_002129025.1	SAMN06094098	PRJNA224116	Mycobacterium tuberculosis	strain=01-R0448	4	2382688	4356660	65.6	2012-01-01	Peru	Homo sapiens	
GCF_002129065.1	SAMN06094101	PRJNA224116	Mycobacterium tuberculosis	strain=03-R0419	21	1453912	4351805	65.61	2012-01-01	Peru	Homo sapiens	
GCF_002129085.1	SAMN06094107	PRJNA224116	Mycobacterium tuberculosis	strain=02-R1811	9	2248644	4382808	65.62	2012-01-01	Peru	Homo sapiens	
GCF_002129095.1	SAMN06094105	PRJNA224116	Mycobacterium tuberculosis	strain=01-R1441	11	1212558	4381623	65.61	2012-01-01	Peru	Homo sapiens	
GCF_002129105.1	SAMN06094103	PRJNA224116	Mycobacterium tuberculosis	strain=01-R1539	7	1914363	4414917	65.61	2012-01-01	Peru	Homo sapiens	
GCF_002129145.1	SAMN06094116	PRJNA224116	Mycobacterium tuberculosis	strain=02-R0967	10	1888988	4366697	65.61	2012-01-01	Peru	Homo sapiens	
GCF_002129165.1	SAMN06094121	PRJNA224116	Mycobacterium tuberculosis	strain=01-R0379	11	1888348	4385538	65.61	2012-01-01	Peru	Homo sapiens	
GCF_002129175.1	SAMN06094115	PRJNA224116	Mycobacterium tuberculosis	strain=02-R0358	9	1822878	4384630	65.61	2012-01-01	Peru	Homo sapiens	
GCF_002129205.1	SAMN06094122	PRJNA224116	Mycobacterium tuberculosis	strain=02-R0213	5	3102163	4358254	65.6	2012-01-01	Peru	Homo sapiens	
GCF_002129215.1	SAMN06094128	PRJNA224116	Mycobacterium tuberculosis	strain=M0000670-1	34	634886	4384423	65.58	2012-01-01	Peru	Homo sapiens	
GCF_002129245.1	SAMN06094130	PRJNA224116	Mycobacterium tuberculosis	strain=M0006159-9	26	1067488	4401358	65.59	2012-01-01	Peru	Homo sapiens	
GCF_002129265.1	SAMN06094133	PRJNA224116	Mycobacterium tuberculosis	strain=M0005012-1	3	3102311	4393268	65.59	2012-01-01	Peru	Homo sapiens	
GCF_002129275.1	SAMN06094136	PRJNA224116	Mycobacterium tuberculosis	strain=M0011773-0	16	1132682	4404202	65.58	2012-01-01	Peru	Homo sapiens	
GCF_002129305.1	SAMN06094138	PRJNA224116	Mycobacterium tuberculosis	strain=M0014890-9	6	1911517	4375732	65.6	2012-01-01	Peru	Homo sapiens	
GCF_002129325.1	SAMN06094142	PRJNA224116	Mycobacterium tuberculosis	strain=M0003422-4	2	3930777	4405257	65.6	2012-01-01	Peru	Homo sapiens	
GCF_002129345.1	SAMN06094143	PRJNA224116	Mycobacterium tuberculosis	strain=M0004607-9	3	2514550	4401586	65.58	2012-01-01	Peru	Homo sapiens	
GCF_002129365.1	SAMN06094145	PRJNA224116	Mycobacterium tuberculosis	strain=M0009182-8	1	4396280	4396280	65.61	2012-01-01	Peru	Homo sapiens	
GCF_002129385.1	SAMN06094148	PRJNA224116	Mycobacterium tuberculosis	strain=M0021595-5	4	3599563	4394308	65.6	2012-01-01	Peru	Homo sapiens	
GCF_002129405.1	SAMN06094149	PRJNA224116	Mycobacterium tuberculosis	strain=M0000382-3	4	2405408	4401160	65.64	2012-01-01	Peru	Homo sapiens	
GCF_002129425.1	SAMN06094152	PRJNA224116	Mycobacterium tuberculosis	strain=M0001638-7	1	4392597	4392597	65.61	2012-01-01	Peru	Homo sapiens	
GCF_002129445.1	SAMN06094154	PRJNA224116	Mycobacterium tuberculosis	strain=M0002521-4	1	4411751	4411751	65.6	2012-01-01	Peru	Homo sapiens	
GCF_002129465.1	SAMN06094155	PRJNA224116	Mycobacterium tuberculosis	strain=M0002998-4	2	4062020	4398416	65.59	2012-01-01	Peru	Homo sapiens	
GCF_002129485.1	SAMN06094157	PRJNA224116	Mycobacterium tuberculosis	strain=M0004794-5	4	3103349	4408763	65.62	2012-01-01	Peru	Homo sapiens	
GCF_002129505.1	SAMN06094158	PRJNA224116	Mycobacterium tuberculosis	strain=M0005620-1	5	2721160	4409384	65.62	2012-01-01	Peru	Homo sapiens	
GCF_002129525.1	SAMN06094161	PRJNA224116	Mycobacterium tuberculosis	strain=M0007352-9	6	1941007	4394745	65.6	2012-01-01	Peru	Homo sapiens	
GCF_002129545.1	SAMN06094162	PRJNA224116	Mycobacterium tuberculosis	strain=M0010456-3	2	3117694	4399702	65.61	2012-01-01	Peru	Homo sapiens	
GCF_002129565.1	SAMN06094166	PRJNA224116	Mycobacterium tuberculosis	strain=M0006789-3	2	3111776	4394553	65.61	2012-01-01	Peru	Homo sapiens	
GCF_002129585.1	SAMN06094168	PRJNA224116	Mycobacterium tuberculosis	strain=M0014239-9	5	2542699	4404704	65.59	2012-01-01	Peru	Homo sapiens	
GCF_002129605.1	SAMN06094171	PRJNA224116	Mycobacterium tuberculosis	strain=M0009212-3	8	2536275	4421358	65.61	2012-01-01	Peru	Homo sapiens	
GCF_002129625.1	SAMN06094172	PRJNA224116	Mycobacterium tuberculosis	strain=M0012491-8	3	1919015	4393887	65.62	2012-01-01	Peru	Homo sapiens	
GCF_002129635.1	SAMN06094176	PRJNA224116	Mycobacterium tuberculosis	strain=M0015931-0	8	2735842	4406139	65.62	2012-01-01	Peru	Homo sapiens	
GCF_002129665.1	SAMN06094179	PRJNA224116	Mycobacterium tuberculosis	strain=M0016355-1	8	2952292	4390520	65.6	2012-01-01	Peru	Homo sapiens	
GCF_002129685.1	SAMN06094181	PRJNA224116	Mycobacterium tuberculosis	strain=M0016918-6	8	1836488	4395720	65.62	2012-01-01	Peru	Homo sapiens	
GCF_002129695.1	SAMN06094182	PRJNA224116	Mycobacterium tuberculosis	strain=M0021852-0	10	1898154	4396405	65.62	2012-01-01	Peru	Homo sapiens	
GCF_002129725.1	SAMN06094183	PRJNA224116	Mycobacterium tuberculosis	strain=M0017610-8	10	1937836	4404169	65.62	2012-01-01	Peru	Homo sapiens	
GCF_002129745.1	SAMN06094186	PRJNA224116	Mycobacterium tuberculosis	strain=M0019715-3	8	1921467	4400238	65.62	2012-01-01	Peru	Homo sapiens	
GCF_002129755.1	SAMN06094187	PRJNA224116	Mycobacterium tuberculosis	strain=M0022059-1	8	1896545	4406408	65.62	2012-01-01	Peru	Homo sapiens	
GCF_002129785.1	SAMN06094188	PRJNA224116	Mycobacterium tuberculosis	strain=M0022618-4	5	2747974	4405750	65.62	2012-01-01	Peru	Homo sapiens	
GCF_002129805.1	SAMN06094190	PRJNA224116	Mycobacterium tuberculosis	strain=M0023579-7	4	2747660	4405738	65.61	2012-01-01	Peru	Homo sapiens	
GCF_002129815.1	SAMN06094112	PRJNA224116	Mycobacterium tuberculosis	strain=02-R0258	10	2098150	4397866	65.6	2012-01-01	Peru	Homo sapiens	
GCF_002129825.1	SAMN06094068	PRJNA224116	Mycobacterium tuberculosis	strain=01-R1108	2	3114781	4403523	65.61	2012-01-01	Peru	Homo sapiens	
GCF_002129865.1	SAMN06094069	PRJNA224116	Mycobacterium tuberculosis	strain=02-R0748	3	3592512	4395550	65.6	2012-01-01	Peru	Homo sapiens	
GCF_002129885.1	SAMN06094071	PRJNA224116	Mycobacterium tuberculosis	strain=03-R0915	4	3121468	4407321	65.61	2012-01-01	Peru	Homo sapiens	
GCF_002129905.1	SAMN06094070	PRJNA224116	Mycobacterium tuberculosis	strain=02-R0749	4	1920860	4399655	65.63	2012-01-01	Peru	Homo sapiens	
GCF_002129925.1	SAMN06094076	PRJNA224116	Mycobacterium tuberculosis	strain=98-20044	19	1058579	4399579	65.6	2012-01-01	Peru	Homo sapiens	
GCF_002129945.1	SAMN06094078	PRJNA224116	Mycobacterium tuberculosis	strain=01-R1387	23	837718	4391571	65.6	2012-01-01	Peru	Homo sapiens	
GCF_002129955.1	SAMN06094079	PRJNA224116	Mycobacterium tuberculosis	strain=00-R1152	28	462648	4402241	65.61	2012-01-01	Peru	Homo sapiens	
GCF_002129985.1	SAMN06094080	PRJNA224116	Mycobacterium tuberculosis	strain=02-R0195	12	1092569	4372508	65.58	2012-01-01	Peru	Homo sapiens	
GCF_002129995.1	SAMN06094082	PRJNA224116	Mycobacterium tuberculosis	strain=02-R0191	23	1056810	4397001	65.62	2012-01-01	Peru	Homo sapiens	
