BioSample	country
SAMN05916454	Peru
SAMN05916455	Peru
SAMN05916456	Peru
SAMN05916457	Peru
SAMN05916458	Peru
SAMN05916459	Peru
SAMN05916460	Peru
SAMN05918520	Peru
SAMN05918521	Peru
SAMN05918522	Peru
SAMN05918523	Peru
SAMN05918524	Peru
SAMN05918525	Peru
SAMN05918526	Peru
SAMN05918527	Peru
SAMN05918528	Peru
SAMN05918529	Peru
SAMN05918530	Peru
SAMN05918531	Peru
SAMN05918532	Peru
SAMN05918533	Peru
SAMN05918534	Peru
SAMN05918535	Peru
SAMN05918536	Peru
SAMN05918537	Peru
SAMN05918538	Peru
SAMN05918539	Peru
SAMN05918540	Peru
SAMN05918541	Peru
SAMN05918542	Peru
SAMN05918543	Peru
SAMN05918544	Peru
SAMN05918545	Peru
SAMN05918546	Peru
SAMN05918547	Peru
SAMN05918548	Peru
SAMN05918549	Peru
SAMN05918550	Peru
SAMN05918551	Peru
SAMN05918552	Peru
SAMN05918553	Peru
SAMN05918554	Peru
SAMN05918555	Peru
SAMN05918556	Peru
SAMN05918557	Peru
SAMN05918558	Peru
SAMN05918559	Peru
SAMN05918560	Peru
SAMN05918561	Peru
SAMN05918562	Peru
SAMN05918563	Peru
SAMN05918564	Peru
SAMN05918568	Peru
SAMN05918569	Peru
SAMN05918570	Peru
SAMN05918571	Peru
SAMN05918572	Peru
SAMN05918573	Peru
SAMN05918574	Peru
SAMN05918575	Peru
SAMN05918576	Peru
SAMN05918577	Peru
SAMN05918578	Peru
SAMN05918579	Peru
SAMN05918580	Peru
SAMN05918581	Peru
SAMN05918582	Peru
SAMN05918583	Peru
SAMN05918584	Peru
SAMN05918585	Peru
SAMN05918586	Peru
SAMN05918587	Peru
SAMN05918588	Peru
SAMN05918589	Peru
SAMN05918590	Peru
SAMN05918591	Peru
SAMN05918592	Peru
SAMN05918593	Peru
SAMN05918594	Peru
SAMN05918595	Peru
SAMN05918596	Peru
SAMN05918597	Peru
SAMN05918598	Peru
SAMN05918599	Peru
SAMN05918600	Peru
SAMN05918601	Peru
SAMN05918602	Peru
SAMN05918603	Peru
SAMN05918604	Peru
SAMN05918605	Peru
SAMN05918606	Peru
SAMN05918607	Peru
SAMN05918608	Peru
SAMN05918609	Peru
SAMN05918610	Peru
SAMN05918611	Peru
SAMN05918612	Peru
SAMN05918615	Peru
SAMN05918616	Peru
SAMN05918617	Peru
SAMN05918618	Peru
SAMN05918619	Peru
SAMN05918620	Peru
SAMN05918621	Peru
SAMN05918622	Peru
SAMN05918623	Peru
SAMN05918624	Peru
SAMN05918625	Peru
SAMN05918626	Peru
SAMN05918627	Peru
SAMN05918628	Peru
SAMN05918629	Peru
SAMN05918630	Peru
SAMN05918631	Peru
SAMN05918632	Peru
SAMN05918633	Peru
SAMN05918634	Peru
SAMN05918635	Peru
SAMN05918636	Peru
SAMN05918637	Peru
SAMN05918638	Peru
SAMN05918639	Peru
SAMN05918640	Peru
SAMN05918641	Peru
SAMN05918642	Peru
SAMN05918643	Peru
SAMN05918644	Peru
SAMN05918645	Peru
SAMN05918646	Peru
SAMN05918647	Peru
SAMN05918648	Peru
SAMN05918649	Peru
SAMN05918650	Peru
SAMN05918651	Peru
SAMN05918652	Peru
SAMN05918653	Peru
SAMN05918654	Peru
SAMN05918655	Peru
SAMN05918656	Peru
SAMN05918657	Peru
SAMN05918658	Peru
SAMN05918659	Peru
SAMN05918660	Peru
SAMN05918661	Peru
SAMN05918662	Peru
SAMN05918663	Peru
SAMN05918664	Peru
SAMN05918665	Peru
SAMN05918666	Peru
SAMN05918667	Peru
SAMN05918668	Peru
SAMN05918669	Peru
SAMN05918670	Peru
SAMN05918671	Peru
SAMN05918672	Peru
SAMN05918673	Peru
SAMN05918674	Peru
SAMN05918675	Peru
SAMN05918676	Peru
SAMN05918677	Peru
SAMN05918678	Peru
SAMN05918679	Peru
SAMN05918680	Peru
SAMN05918681	Peru
SAMN05918682	Peru
SAMN05918683	Peru
SAMN05918684	Peru
SAMN05918685	Peru
SAMN05918686	Peru
SAMN05918687	Peru
SAMN05918688	Peru
SAMN05918689	Peru
SAMN05918690	Peru
SAMN05918691	Peru
SAMN05918692	Peru
SAMN05918693	Peru
SAMN05918694	Peru
SAMN05918695	Peru
SAMN05918696	Peru
SAMN05918697	Peru
SAMN05918698	Peru
SAMN05918699	Peru
SAMN05918700	Peru
SAMN05918701	Peru
SAMN05918702	Peru
SAMN05918703	Peru
SAMN05918704	Peru
SAMN05918705	Peru
SAMN05918706	Peru
SAMN05918707	Peru
SAMN05918708	Peru
SAMN05918709	Peru
SAMN05918710	Peru
SAMN05918711	Peru
SAMN05918712	Peru
SAMN05918713	Peru
SAMN05918714	Peru
SAMN05918715	Peru
SAMN05918716	Peru
SAMN05918717	Peru
SAMN05918718	Peru
SAMN05918719	Peru
SAMN05918720	Peru
SAMN05918721	Peru
SAMN05918722	Peru
SAMN05918723	Peru
SAMN05918724	Peru
SAMN05918725	Peru
SAMN05918726	Peru
SAMN05918728	Peru
SAMN05918729	Peru
SAMN05918730	Peru
SAMN05918731	Peru
SAMN05918732	Peru
SAMN05918733	Peru
SAMN05918734	Peru
SAMN05918735	Peru
SAMN05918736	Peru
SAMN05918737	Peru
SAMN05918738	Peru
SAMN05918739	Peru
SAMN05918740	Peru
SAMN05918741	Peru
SAMN05918742	Peru
SAMN05918743	Peru
SAMN05918744	Peru
SAMN05918745	Peru
SAMN05918746	Peru
SAMN05918747	Peru
SAMN05918748	Peru
SAMN05918749	Peru
SAMN05918750	Peru
SAMN05918751	Peru
SAMN05918752	Peru
SAMN05918753	Peru
SAMN05918754	Peru
SAMN05918755	Peru
SAMN05918756	Peru
SAMN05918757	Peru
SAMN05918758	Peru
SAMN05918759	Peru
SAMN05918760	Peru
SAMN05918761	Peru
SAMN05918762	Peru
SAMN05918763	Peru
SAMN05918764	Peru
SAMN05918765	Peru
SAMN05918766	Peru
SAMN05918767	Peru
SAMN05918768	Peru
SAMN05918769	Peru
SAMN05918770	Peru
SAMN05918771	Peru
SAMN05918772	Peru
SAMN05918773	Peru
SAMN05918774	Peru
SAMN05918775	Peru
SAMN05918776	Peru
SAMN05918777	Peru
SAMN05918778	Peru
SAMN05918779	Peru
SAMN05918780	Peru
SAMN05918917	Peru
SAMN05918918	Peru
SAMN05918919	Peru
SAMN05918920	Peru
SAMN05918921	Peru
SAMN05918922	Peru
SAMN05918923	Peru
SAMN05918924	Peru
SAMN05918925	Peru
SAMN05918926	Peru
SAMN05918927	Peru
SAMN05918928	Peru
SAMN05918929	Peru
SAMN05918930	Peru
SAMN05918931	Peru
SAMN05918932	Peru
SAMN05918933	Peru
SAMN05918934	Peru
SAMN05918935	Peru
SAMN05918936	Peru
SAMN05918937	Peru
SAMN05918938	Peru
SAMN05918939	Peru
SAMN05918940	Peru
SAMN05918941	Peru
SAMN05918942	Peru
SAMN05918943	Peru
SAMN05918944	Peru
SAMN05918945	Peru
SAMN05918946	Peru
SAMN05918947	Peru
SAMN05918948	Peru
SAMN05918949	Peru
SAMN05918950	Peru
SAMN05918951	Peru
SAMN05918952	Peru
SAMN05918953	Peru
SAMN05918954	Peru
SAMN05918955	Peru
SAMN05918956	Peru
SAMN05918957	Peru
SAMN05918958	Peru
SAMN05918959	Peru
SAMN05918960	Peru
SAMN05919545	Peru
SAMN05919546	Peru
SAMN05919547	Peru
SAMN05919548	Peru
SAMN05919549	Peru
SAMN05919550	Peru
SAMN05919551	Peru
SAMN05919552	Peru
SAMN05919553	Peru
SAMN05919554	Peru
SAMN05919555	Peru
SAMN05919556	Peru
SAMN05919557	Peru
SAMN05919558	Peru
SAMN05919559	Peru
SAMN05919560	Peru
SAMN05919561	Peru
SAMN05919562	Peru
SAMN05919563	Peru
SAMN05919564	Peru
SAMN05919565	Peru
SAMN05919566	Peru
SAMN05919567	Peru
SAMN05919568	Peru
SAMN05919569	Peru
SAMN05919570	Peru
SAMN05919571	Peru
SAMN05919572	Peru
SAMN05919573	Peru
SAMN05919574	Peru
SAMN05919575	Peru
SAMN05919576	Peru
SAMN05919577	Peru
SAMN05919578	Peru
SAMN05919579	Peru
SAMN05919580	Peru
SAMN05919581	Peru
SAMN05919582	Peru
SAMN05919583	Peru
SAMN05919584	Peru
SAMN05919585	Peru
SAMN05919586	Peru
SAMN05919587	Peru
SAMN05919588	Peru
SAMN05919589	Peru
SAMN05919590	Peru
SAMN05919591	Peru
SAMN05919592	Peru
SAMN05919593	Peru
SAMN05919594	Peru
SAMN05919595	Peru
SAMN05919596	Peru
SAMN05919597	Peru
SAMN05919598	Peru
SAMN05919599	Peru
SAMN05919600	Peru
SAMN05919601	Peru
SAMN05919602	Peru
SAMN05919603	Peru
SAMN05919604	Peru
SAMN05919605	Peru
SAMN05919606	Peru
SAMN05919607	Peru
SAMN05919608	Peru
SAMN05919609	Peru
SAMN05919610	Peru
SAMN05919611	Peru
SAMN05919613	Peru
SAMN05919614	Peru
SAMN05919615	Peru
SAMN05919616	Peru
SAMN05919617	Peru
SAMN05919618	Peru
SAMN05919619	Peru
SAMN05919620	Peru
SAMN05919621	Peru
SAMN05919622	Peru
SAMN05919623	Peru
SAMN05919624	Peru
SAMN05919625	Peru
SAMN05919626	Peru
SAMN05919627	Peru
SAMN05919628	Peru
SAMN05919629	Peru
SAMN05919630	Peru
SAMN05919631	Peru
SAMN05919632	Peru
SAMN05919633	Peru
SAMN05919634	Peru
SAMN05919635	Peru
SAMN05919636	Peru
SAMN05919637	Peru
SAMN05919638	Peru
SAMN05919639	Peru
SAMN05919640	Peru
SAMN05919641	Peru
SAMN05919642	Peru
SAMN05919643	Peru
SAMN05919644	Peru
SAMN05919645	Peru
SAMN05919646	Peru
SAMN05919647	Peru
SAMN05919648	Peru
SAMN05919649	Peru
SAMN05919650	Peru
SAMN05919651	Peru
SAMN05919652	Peru
SAMN05919653	Peru
SAMN05919654	Peru
SAMN05919655	Peru
SAMN05919656	Peru
SAMN05919657	Peru
SAMN05919658	Peru
SAMN05919659	Peru
SAMN05919660	Peru
SAMN05919661	Peru
SAMN05919662	Peru
SAMN05919663	Peru
SAMN05919664	Peru
SAMN05919665	Peru
SAMN05919666	Peru
SAMN05919667	Peru
SAMN05919668	Peru
SAMN05919669	Peru
SAMN05919670	Peru
SAMN05919671	Peru
SAMN05933692	USA
SAMN05933699	USA
SAMN06010119	Peru
SAMN06010120	Peru
SAMN06010121	Peru
SAMN06010122	Peru
SAMN06010123	Peru
SAMN06010124	Peru
SAMN06010125	Peru
SAMN06010126	Peru
SAMN06010127	Peru
SAMN06010128	Peru
SAMN06010129	Peru
SAMN06010130	Peru
SAMN06010131	Peru
SAMN06010132	Peru
SAMN06010133	Peru
SAMN06010134	Peru
SAMN06010135	Peru
SAMN06010136	Peru
SAMN06010137	Peru
SAMN06010138	Peru
SAMN06010139	Peru
SAMN06010140	Peru
SAMN06010141	Peru
SAMN06010142	Peru
SAMN06010143	Peru
SAMN06010144	Peru
SAMN06010145	Peru
SAMN06010146	Peru
SAMN06010147	Peru
SAMN06010148	Peru
SAMN06010149	Peru
SAMN06010150	Peru
SAMN06010151	Peru
SAMN06010152	Peru
SAMN06010153	Peru
SAMN06010154	Peru
SAMN06010155	Peru
SAMN06010156	Peru
SAMN06010157	Peru
SAMN06010158	Peru
SAMN06010159	Peru
SAMN06010160	Peru
SAMN06010161	Peru
SAMN06010162	Peru
SAMN06010163	Peru
SAMN06010164	Peru
SAMN06010165	Peru
SAMN06010166	Peru
SAMN06010167	Peru
SAMN06010168	Peru
SAMN06010169	Peru
SAMN06010170	Peru
SAMN06010171	Peru
SAMN06010172	Peru
SAMN06010173	Peru
SAMN06010174	Peru
SAMN06010175	Peru
SAMN06010176	Peru
SAMN06010177	Peru
SAMN06010178	Peru
SAMN06010179	Peru
SAMN06010180	Peru
SAMN06010181	Peru
SAMN06010182	Peru
SAMN06010183	Peru
SAMN06010184	Peru
SAMN06010185	Peru
SAMN06010186	Peru
SAMN06010187	Peru
SAMN06010188	Peru
SAMN06010189	Peru
SAMN06010190	Peru
SAMN06010191	Peru
SAMN06010192	Peru
SAMN06010193	Peru
SAMN06010194	Peru
SAMN06010195	Peru
SAMN06010196	Peru
SAMN06010197	Peru
SAMN06010198	Peru
SAMN06010199	Peru
SAMN06010200	Peru
SAMN06010201	Peru
SAMN06010202	Peru
SAMN06010203	Peru
SAMN06010204	Peru
SAMN06010205	Peru
SAMN06010206	Peru
SAMN06010207	Peru
SAMN06010208	Peru
SAMN06010209	Peru
SAMN06010210	Peru
SAMN06010211	Peru
SAMN06010212	Peru
SAMN06010213	Peru
SAMN06010214	Peru
SAMN06010215	Peru
SAMN06010216	Peru
SAMN06010217	Peru
SAMN06010218	Peru
SAMN06010219	Peru
SAMN06010220	Peru
SAMN06010221	Peru
SAMN06010222	Peru
SAMN06010223	Peru
SAMN06010224	Peru
SAMN06010225	Peru
SAMN06010226	Peru
SAMN06010227	Peru
SAMN06010228	Peru
SAMN06010229	Peru
SAMN06010230	Peru
SAMN06010231	Peru
SAMN06010232	Peru
SAMN06010233	Peru
SAMN06010234	Peru
SAMN06010235	Peru
SAMN06010236	Peru
SAMN06010237	Peru
SAMN06010238	Peru
SAMN06010239	Peru
SAMN06010240	Peru
SAMN06010241	Peru
SAMN06010242	Peru
SAMN06010243	Peru
SAMN06010244	Peru
SAMN06010245	Peru
SAMN06010246	Peru
SAMN06010247	Peru
SAMN06010248	Peru
SAMN06010249	Peru
SAMN06010250	Peru
SAMN06010251	Peru
SAMN06010252	Peru
SAMN06010253	Peru
SAMN06010254	Peru
SAMN06010255	Peru
SAMN06010256	Peru
SAMN06010257	Peru
SAMN06010319	Peru
SAMN06010320	Peru
SAMN06010321	Peru
SAMN06010322	Peru
SAMN06010323	Peru
SAMN06010324	Peru
SAMN06010325	Peru
SAMN06010326	Peru
SAMN06010327	Peru
SAMN06010328	Peru
SAMN06010329	Peru
SAMN06010330	Peru
SAMN06010331	Peru
SAMN06010332	Peru
SAMN06010333	Peru
SAMN06010334	Peru
SAMN06010335	Peru
SAMN06010336	Peru
SAMN06010337	Peru
SAMN06010338	Peru
SAMN06010339	Peru
SAMN06010340	Peru
SAMN06010341	Peru
SAMN06010342	Peru
SAMN06010343	Peru
SAMN06010344	Peru
SAMN06010345	Peru
SAMN06010346	Peru
SAMN06010347	Peru
SAMN06010348	Peru
SAMN06010349	Peru
SAMN06010350	Peru
SAMN06010351	Peru
SAMN06010352	Peru
SAMN06010353	Peru
SAMN06010354	Peru
SAMN06010355	Peru
SAMN06010356	Peru
SAMN06010357	Peru
SAMN06010358	Peru
SAMN06010359	Peru
SAMN06010360	Peru
SAMN06010361	Peru
SAMN06010362	Peru
SAMN06010363	Peru
SAMN06010364	Peru
SAMN06010365	Peru
SAMN06010366	Peru
SAMN06010367	Peru
SAMN06010368	Peru
SAMN06010369	Peru
SAMN06010370	Peru
SAMN06010371	Peru
SAMN06010372	Peru
SAMN06010373	Peru
SAMN06010374	Peru
SAMN06010375	Peru
SAMN06010376	Peru
SAMN06010377	Peru
SAMN06010378	Peru
SAMN06010379	Peru
SAMN06010380	Peru
SAMN06010381	Peru
SAMN06010382	Peru
SAMN06010383	Peru
SAMN06010384	Peru
SAMN06010385	Peru
SAMN06010386	Peru
SAMN06010387	Peru
SAMN06010388	Peru
SAMN06010389	Peru
SAMN06010390	Peru
SAMN06010391	Peru
SAMN06010392	Peru
SAMN06010393	Peru
SAMN06010394	Peru
SAMN06010395	Peru
SAMN06010396	Peru
SAMN06010397	Peru
SAMN06010398	Peru
SAMN06010399	Peru
SAMN06010400	Peru
SAMN06010401	Peru
SAMN06010402	Peru
SAMN06010403	Peru
SAMN06010404	Peru
SAMN06010405	Peru
SAMN06010406	Peru
SAMN06010407	Peru
SAMN06010408	Peru
SAMN06010409	Peru
SAMN06010410	Peru
SAMN06010411	Peru
SAMN06010412	Peru
SAMN06010413	Peru
SAMN06010414	Peru
SAMN06010415	Peru
SAMN06010416	Peru
SAMN06010417	Peru
SAMN06010418	Peru
SAMN06010419	Peru
SAMN06010420	Peru
SAMN06010421	Peru
SAMN06010422	Peru
SAMN06010423	Peru
SAMN06010424	Peru
SAMN06010425	Peru
SAMN06010426	Peru
SAMN06010427	Peru
SAMN06010428	Peru
SAMN06010429	Peru
SAMN06010430	Peru
SAMN06010431	Peru
SAMN06010432	Peru
SAMN06010433	Peru
SAMN06010434	Peru
SAMN06010435	Peru
SAMN06010436	Peru
SAMN06010437	Peru
SAMN06010438	Peru
SAMN06010439	Peru
SAMN06010440	Peru
SAMN06010441	Peru
SAMN06010442	Peru
SAMN06010443	Peru
SAMN06010444	Peru
SAMN06010445	Peru
SAMN06010446	Peru
SAMN06010447	Peru
SAMN06010448	Peru
SAMN06010449	Peru
SAMN06010450	Peru
SAMN06010451	Peru
SAMN06010452	Peru
SAMN06010453	Peru
SAMN06010454	Peru
SAMN06010455	Peru
SAMN06010456	Peru
SAMN06010457	Peru
SAMN06010458	Peru
SAMN06010459	Peru
SAMN06010460	Peru
SAMN06010461	Peru
SAMN06010462	Peru
SAMN06010463	Peru
SAMN06010464	Peru
SAMN06010465	Peru
SAMN06010466	Peru
SAMN06010467	Peru
SAMN06010468	Peru
SAMN06010469	Peru
SAMN06010470	Peru
SAMN06010471	Peru
SAMN06010472	Peru
SAMN06010473	Peru
SAMN06010474	Peru
SAMN06010475	Peru
SAMN06010476	Peru
SAMN06010477	Peru
SAMN06010478	Peru
SAMN06010479	Peru
SAMN06010480	Peru
SAMN06010481	Peru
SAMN06010482	Peru
SAMN06010483	Peru
SAMN06010484	Peru
SAMN06010485	Peru
SAMN06010486	Peru
SAMN06010487	Peru
SAMN06010488	Peru
SAMN06010489	Peru
SAMN06010490	Peru
SAMN06010491	Peru
SAMN06010492	Peru
SAMN06010493	Peru
SAMN06077019	Pakistan
SAMN06094068	Peru
SAMN06094069	Peru
SAMN06094070	Peru
SAMN06094071	Peru
SAMN06094072	Peru
SAMN06094073	Peru
SAMN06094074	Peru
SAMN06094075	Peru
SAMN06094076	Peru
SAMN06094077	Peru
SAMN06094078	Peru
SAMN06094079	Peru
SAMN06094080	Peru
SAMN06094081	Peru
SAMN06094082	Peru
SAMN06094083	Peru
SAMN06094084	Peru
SAMN06094085	Peru
SAMN06094086	Peru
SAMN06094087	Peru
SAMN06094088	Peru
SAMN06094089	Peru
SAMN06094090	Peru
SAMN06094091	Peru
SAMN06094092	Peru
SAMN06094093	Peru
SAMN06094094	Peru
SAMN06094095	Peru
SAMN06094096	Peru
SAMN06094097	Peru
SAMN06094098	Peru
SAMN06094099	Peru
SAMN06094100	Peru
SAMN06094101	Peru
SAMN06094102	Peru
SAMN06094103	Peru
SAMN06094104	Peru
SAMN06094105	Peru
SAMN06094106	Peru
SAMN06094107	Peru
SAMN06094108	Peru
SAMN06094109	Peru
SAMN06094110	Peru
SAMN06094111	Peru
SAMN06094112	Peru
SAMN06094113	Peru
SAMN06094114	Peru
SAMN06094115	Peru
SAMN06094116	Peru
SAMN06094117	Peru
SAMN06094118	Peru
SAMN06094119	Peru
SAMN06094120	Peru
SAMN06094121	Peru
SAMN06094122	Peru
SAMN06094128	Peru
SAMN06094129	Peru
SAMN06094130	Peru
SAMN06094131	Peru
SAMN06094132	Peru
SAMN06094133	Peru
SAMN06094134	Peru
SAMN06094135	Peru
SAMN06094136	Peru
SAMN06094137	Peru
SAMN06094138	Peru
SAMN06094139	Peru
SAMN06094140	Peru
SAMN06094141	Peru
SAMN06094142	Peru
SAMN06094143	Peru
SAMN06094144	Peru
SAMN06094145	Peru
SAMN06094146	Peru
SAMN06094147	Peru
SAMN06094148	Peru
SAMN06094149	Peru
SAMN06094150	Peru
SAMN06094151	Peru
SAMN06094152	Peru
SAMN06094153	Peru
SAMN06094154	Peru
SAMN06094155	Peru
SAMN06094156	Peru
SAMN06094157	Peru
SAMN06094158	Peru
SAMN06094159	Peru
SAMN06094160	Peru
SAMN06094161	Peru
SAMN06094162	Peru
SAMN06094163	Peru
SAMN06094164	Peru
SAMN06094165	Peru
SAMN06094166	Peru
SAMN06094167	Peru
SAMN06094168	Peru
SAMN06094169	Peru
SAMN06094170	Peru
SAMN06094171	Peru
SAMN06094172	Peru
SAMN06094173	Peru
SAMN06094174	Peru
SAMN06094175	Peru
SAMN06094176	Peru
SAMN06094177	Peru
SAMN06094178	Peru
SAMN06094179	Peru
SAMN06094180	Peru
SAMN06094181	Peru
SAMN06094182	Peru
SAMN06094183	Peru
SAMN06094184	Peru
SAMN06094185	Peru
SAMN06094186	Peru
SAMN06094187	Peru
SAMN06094188	Peru
SAMN06094189	Peru
SAMN06094190	Peru
SAMN06094191	Peru
SAMN06094192	Peru
SAMN06094193	Peru
SAMN06094194	Peru
SAMN06094195	Peru
SAMN06094196	Peru
SAMN06094197	Peru
SAMN06094198	Peru
SAMN06094199	Peru
SAMN06094200	Peru
SAMN06094201	Peru
SAMN06094202	Peru
SAMN06094203	Peru
SAMN06094204	Peru
SAMN06094205	Peru
SAMN06094206	Peru
SAMN06094207	Peru
SAMN06094208	Peru
SAMN06094209	Peru
SAMN06094210	Peru
SAMN06094211	Peru
SAMN06094212	Peru
SAMN06094213	Peru
SAMN06094214	Peru
SAMN06094215	Peru
SAMN06094216	Peru
SAMN06094217	Peru
SAMN06094218	Peru
SAMN06094219	Peru
SAMN06094220	Peru
SAMN06094221	Peru
SAMN06094222	Peru
SAMN06094223	Peru
SAMN06094224	Peru
SAMN06094225	Peru
SAMN06100257	Morocco
SAMN06141171	Denmark
SAMN06169721	Viet Nam
SAMN06169722	South Africa
SAMN06189363	Russia
SAMN06189364	Russia
SAMN06250727	France
SAMN06250728	France
SAMN06250738	France
SAMN06292065	Hong Kong
SAMN06292067	Hong Kong
SAMN06292590	Hong Kong
SAMN06292592	Hong Kong
SAMN06462277	Senegal
SAMN06462278	USA
SAMN06462279	Spain
SAMN06462281	Australia
SAMN06563651	Philippines
SAMN06563652	Philippines
SAMN06563653	Philippines
SAMN06563654	Philippines
SAMN06563655	Philippines
SAMN06563656	Philippines
SAMN06563657	Philippines
SAMN06563658	Philippines
SAMN06563659	Philippines
SAMN06563660	Philippines
SAMN06622696	South Korea
SAMN06622697	South Korea
SAMN06624811	Morocco
SAMN06624812	Morocco
SAMN06624814	Morocco
SAMN06624815	Morocco
SAMN06627426	Uruguay
SAMN06627448	Uruguay
SAMN06627494	Uruguay
SAMN06627497	Uruguay
SAMN06627533	Uruguay
SAMN06627600	Uruguay
SAMN06627640	Uruguay
SAMN06627641	Uruguay
SAMN06627643	Uruguay
SAMN06627645	Uruguay
SAMN06627992	Uruguay
SAMN06627993	Uruguay
SAMN06627994	Uruguay
SAMN06627995	Uruguay
SAMN06627996	Uruguay
SAMN06627997	Uruguay
SAMN06628109	Uruguay
SAMN06628110	Uruguay
SAMN06628112	Uruguay
SAMN06628113	Uruguay
SAMN06628114	Uruguay
SAMN06628115	Uruguay
SAMN06643392	Pakistan
SAMN06697553	Paraguay
SAMN06697554	Paraguay
SAMN07197331	Malaysia
SAMN07236903	USA
SAMN07236904	USA
SAMN07236905	USA
SAMN07236906	USA
SAMN07236907	USA
SAMN07236908	USA
SAMN07236909	USA
SAMN07236910	USA
SAMN07236911	USA
SAMN07312468	USA
SAMN07414819	Hong Kong
SAMN07414820	Hong Kong
SAMN07569163	USA
SAMN07570350	Missing
SAMN07570351	Missing
SAMN07572166	USA
SAMN07599849	Australia
SAMN07664769	USA
SAMN07664823	Peru
SAMN07664824	Peru
SAMN07664825	Peru
SAMN07664826	Peru
SAMN07664827	Peru
SAMN07664828	Peru
SAMN07664829	Peru
SAMN07664830	Peru
SAMN07664831	Peru
SAMN07664832	Peru
SAMN07664833	Peru
SAMN07664834	Peru
SAMN07664835	Peru
SAMN07664836	Peru
SAMN07664837	Peru
SAMN07664838	Peru
SAMN07664839	Peru
SAMN07664840	Peru
SAMN07664841	Peru
SAMN07664842	Peru
SAMN07664843	Peru
SAMN07664844	Peru
SAMN07664845	Peru
SAMN07664846	Peru
SAMN07664847	Peru
SAMN07664848	Peru
SAMN07664849	Peru
SAMN07664850	Peru
SAMN07664851	Peru
SAMN07664852	Peru
SAMN07664853	Peru
SAMN07664854	Peru
SAMN07664855	Peru
SAMN07664856	Peru
SAMN07664857	Peru
SAMN07664858	Peru
SAMN07664859	Peru
SAMN07664860	Peru
SAMN07664861	Peru
SAMN07664862	Peru
SAMN07664863	Peru
SAMN07664864	Peru
SAMN07664865	Peru
SAMN07664866	Peru
SAMN07664867	Peru
SAMN07664868	Peru
SAMN07664869	Peru
SAMN07664870	Peru
SAMN07664871	Peru
SAMN07664872	Peru
SAMN07664873	Peru
SAMN07664874	Peru
SAMN07664875	Peru
SAMN07664876	Peru
SAMN07664877	Peru
SAMN07664878	Peru
SAMN07664879	Peru
SAMN07664880	Peru
SAMN07664881	Peru
SAMN07664882	Peru
SAMN07664883	Peru
SAMN07664884	Peru
SAMN07664885	Peru
SAMN07664886	Peru
SAMN07664887	Peru
SAMN07664888	Peru
SAMN07664889	Peru
SAMN07664890	Peru
SAMN07701721	China
SAMN07701799	China
SAMN07703424	USA
SAMN07703425	USA
SAMN07703426	USA
SAMN07703427	USA
SAMN07703428	USA
SAMN07709478	India
SAMN08095524	South Korea
SAMN08095528	South Korea
SAMN08095537	South Korea
SAMN08095541	South Korea
SAMN08095555	South Korea
SAMN08095578	South Korea
SAMN08199254	Guatemala
SAMN08199260	Guatemala
SAMN08199265	Guatemala
SAMN08199266	Guatemala
SAMN08199267	Guatemala
SAMN08199268	Guatemala
SAMN08199271	Guatemala
SAMN08199276	Guatemala
SAMN08199277	Guatemala
SAMN08199301	Guatemala
SAMN08199302	Guatemala
SAMN08199303	Guatemala
SAMN08199305	Guatemala
SAMN08199306	Guatemala
SAMN08199347	Guatemala
SAMN08199348	Guatemala
SAMN08205014	USA
SAMN08205015	USA
SAMN08205016	USA
SAMN08205017	USA
SAMN08205018	USA
SAMN08205019	USA
SAMN08205020	USA
SAMN08205021	USA
SAMN08321029	Canada
SAMN08321034	Canada
SAMN08321035	Canada
SAMN08321046	Canada
SAMN08321055	Canada
SAMN08386658	Colombia
SAMN08432322	Colombia
SAMN08432487	Colombia
SAMN08432953	Colombia
SAMN08432968	Colombia
SAMN08432974	Colombia
SAMN08432975	Colombia
SAMN08432976	Colombia
SAMN08432978	Colombia
SAMN08432985	Colombia
SAMN08436883	Colombia
SAMN08436884	Colombia
SAMN08437144	Colombia
SAMN08437161	Colombia
SAMN08437162	Colombia
SAMN08437188	Colombia
SAMN08437228	Colombia
SAMN08437989	Colombia
SAMN08437990	Colombia
SAMN08438036	Colombia
SAMN08462824	India
SAMN08637795	Lebanon
SAMN08684023	Lebanon
SAMN08684024	Lebanon
SAMN08685515	Lebanon
SAMN08685597	Lebanon
SAMN08686298	Lebanon
SAMN08687018	Lebanon
SAMN08687167	Lebanon
SAMN08741066	Brazil
SAMN08741620	Brazil
SAMN08765497	India
SAMN08767991	Brazil
SAMN08794918	India
SAMN08973501	India
SAMN09206576	Egypt
SAMN09206577	Egypt
SAMN09206578	Egypt
SAMN09206579	Egypt
SAMN09206580	Egypt
SAMN09206581	Egypt
SAMN09206582	Egypt
SAMN09206583	Egypt
SAMN09206584	Egypt
SAMN09229031	China
SAMN09229032	China
SAMN09453176	Russia
SAMN09477757	Myanmar
SAMN09566388	South Africa
SAMN09566389	South Africa
SAMN09566390	South Africa
SAMN09566391	South Africa
SAMN09566392	South Africa
SAMN09566393	South Africa
SAMN09566394	South Africa
SAMN09566395	South Africa
SAMN09566396	South Africa
SAMN09566397	South Africa
SAMN09566398	South Africa
SAMN09566399	South Africa
SAMN09566400	South Africa
SAMN09566403	South Africa
SAMN09566405	South Africa
