genome.genome_id	genome_drug.antibiotic	genome_drug.computational_method	genome_drug.evidence	genome_drug.laboratory_typing_method	genome_drug.laboratory_typing_method_version	genome_drug.laboratory_typing_platform	genome_drug.measurement	genome_drug.measurement_sign	genome_drug.measurement_unit	genome_drug.measurement_value	genome_drug.resistant_phenotype	genome_drug.source	genome_drug.taxon_id	genome_drug.testing_standard	genome_drug.testing_standard_year
1448643.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448643		
1448643.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Susceptible		1448643		
1448647.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Susceptible		1448647		
1448647.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448647		
1448647.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448647		
1448647.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Susceptible		1448647		
1448644.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Susceptible		1448644		
1448644.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448644		
1448644.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448644		
1448644.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Susceptible		1448644		
1448645.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Susceptible		1448645		
1448645.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Resistant		1448645		
1448645.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448645		
1448645.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Susceptible		1448645		
1448646.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Susceptible		1448646		
1448646.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448646		
1448646.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448646		
1448646.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Resistant		1448646		
1448648.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Susceptible		1448648		
1448648.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448648		
1448648.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448648		
1448648.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Susceptible		1448648		
1448649.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Susceptible		1448649		
1448649.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448649		
1448649.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448649		
1448649.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Susceptible		1448649		
1448650.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Resistant		1448650		
1448650.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448650		
1448650.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448650		
1448650.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Resistant		1448650		
1448651.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Susceptible		1448651		
1448651.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448651		
1448651.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448651		
1448651.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Susceptible		1448651		
1448652.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Susceptible		1448652		
1448652.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448652		
1448652.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448652		
1448652.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Susceptible		1448652		
1448838.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Susceptible		1448838		
1448838.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Resistant		1448838		
1448838.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Resistant		1448838		
1448838.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Resistant		1448838		
1448653.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Susceptible		1448653		
1448653.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448653		
1448653.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448653		
1448653.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Susceptible		1448653		
1448654.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Susceptible		1448654		
1448654.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448654		
1448654.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448654		
1448654.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Susceptible		1448654		
1448655.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Susceptible		1448655		
1448655.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448655		
1448655.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448655		
1448655.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Susceptible		1448655		
1448656.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Susceptible		1448656		
1448656.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448656		
1448656.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448656		
1448656.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Susceptible		1448656		
1448657.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Susceptible		1448657		
1448657.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448657		
1448657.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448657		
1448657.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Susceptible		1448657		
1448659.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Susceptible		1448659		
1448659.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448659		
1448659.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448659		
1448659.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Susceptible		1448659		
1448660.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Susceptible		1448660		
1448660.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448660		
1448660.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448660		
1448660.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Susceptible		1448660		
1448661.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Resistant		1448661		
1448661.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448661		
1448661.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448661		
1448661.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Resistant		1448661		
1448662.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Resistant		1448662		
1448662.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448662		
1448662.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448662		
1448662.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Resistant		1448662		
1448663.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Susceptible		1448663		
1448663.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448663		
1448663.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448663		
1448663.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Susceptible		1448663		
1448664.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Susceptible		1448664		
1448664.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448664		
1448664.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448664		
1448664.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Susceptible		1448664		
1448665.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Susceptible		1448665		
1448665.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448665		
1448665.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448665		
1448665.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Susceptible		1448665		
1448666.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Susceptible		1448666		
1448666.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448666		
1448666.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448666		
1448666.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Susceptible		1448666		
1448667.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Susceptible		1448667		
1448667.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448667		
1448667.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448667		
1448667.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Susceptible		1448667		
1448668.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Susceptible		1448668		
1448668.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448668		
1448668.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448668		
1448668.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Susceptible		1448668		
1448669.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Susceptible		1448669		
1448669.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448669		
1448669.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448669		
1448669.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Susceptible		1448669		
1448670.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Susceptible		1448670		
1448670.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448670		
1448670.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448670		
1448670.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Resistant		1448670		
1448671.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Susceptible		1448671		
1448671.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448671		
1448671.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448671		
1448671.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Susceptible		1448671		
1448672.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Susceptible		1448672		
1448672.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448672		
1448672.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448672		
1448672.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Susceptible		1448672		
1448673.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Susceptible		1448673		
1448673.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448673		
1448673.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448673		
1448673.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Resistant		1448673		
1448674.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Susceptible		1448674		
1448674.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448674		
1448674.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448674		
1448674.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Susceptible		1448674		
1448675.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Susceptible		1448675		
1448675.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448675		
1448675.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448675		
1448675.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Susceptible		1448675		
1448676.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Susceptible		1448676		
1448676.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448676		
1448676.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448676		
1448676.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Susceptible		1448676		
1448677.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Susceptible		1448677		
1448677.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448677		
1448677.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448677		
1448677.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Susceptible		1448677		
1448678.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Susceptible		1448678		
1448678.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448678		
1448678.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448678		
1448678.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Susceptible		1448678		
1448679.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Susceptible		1448679		
1448679.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448679		
1448679.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448679		
1448679.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Susceptible		1448679		
1448680.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Susceptible		1448680		
1448680.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Resistant		1448680		
1448680.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448680		
1448680.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Resistant		1448680		
1448681.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Susceptible		1448681		
1448681.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448681		
1448681.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448681		
1448681.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Susceptible		1448681		
1448682.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Susceptible		1448682		
1448682.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448682		
1448682.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448682		
1448682.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Susceptible		1448682		
1448683.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Susceptible		1448683		
1448683.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448683		
1448683.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448683		
1448683.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Susceptible		1448683		
1448684.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Susceptible		1448684		
1448684.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448684		
1448684.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448684		
1448684.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Susceptible		1448684		
1448685.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Susceptible		1448685		
1448685.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448685		
1448685.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448685		
1448685.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Susceptible		1448685		
1448686.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Susceptible		1448686		
1448686.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448686		
1448686.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448686		
1448686.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Susceptible		1448686		
1448687.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Susceptible		1448687		
1448687.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Resistant		1448687		
1448687.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448687		
1448687.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Resistant		1448687		
1448688.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Susceptible		1448688		
1448688.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448688		
1448688.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448688		
1448688.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Susceptible		1448688		
1448689.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Susceptible		1448689		
1448689.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448689		
1448689.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Resistant		1448689		
1448689.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Resistant		1448689		
1448690.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Susceptible		1448690		
1448690.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448690		
1448690.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448690		
1448690.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Resistant		1448690		
1448692.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Susceptible		1448692		
1448692.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448692		
1448692.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448692		
1448692.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Susceptible		1448692		
1448693.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Susceptible		1448693		
1448693.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448693		
1448693.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448693		
1448693.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Resistant		1448693		
1448694.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Susceptible		1448694		
1448694.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448694		
1448694.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Resistant		1448694		
1448694.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Resistant		1448694		
1448695.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Resistant		1448695		
1448695.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448695		
1448695.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448695		
1448695.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Resistant		1448695		
1448696.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Susceptible		1448696		
1448696.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448696		
1448696.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448696		
1448696.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Susceptible		1448696		
1448697.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Susceptible		1448697		
1448697.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448697		
1448697.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448697		
1448697.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Susceptible		1448697		
1448698.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Susceptible		1448698		
1448698.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448698		
1448698.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448698		
1448698.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Susceptible		1448698		
1448699.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Susceptible		1448699		
1448699.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448699		
1448699.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448699		
1448699.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Susceptible		1448699		
1448700.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Susceptible		1448700		
1448700.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448700		
1448700.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448700		
1448700.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Susceptible		1448700		
1448701.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Susceptible		1448701		
1448701.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448701		
1448701.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448701		
1448701.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Susceptible		1448701		
1448702.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Resistant		1448702		
1448702.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448702		
1448702.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448702		
1448702.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Resistant		1448702		
1448703.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Susceptible		1448703		
1448703.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448703		
1448703.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448703		
1448703.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Susceptible		1448703		
1448704.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Susceptible		1448704		
1448704.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448704		
1448704.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448704		
1448704.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Resistant		1448704		
1448705.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Susceptible		1448705		
1448705.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448705		
1448705.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448705		
1448705.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Susceptible		1448705		
1448706.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Susceptible		1448706		
1448706.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448706		
1448706.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448706		
1448706.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Susceptible		1448706		
1448707.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Susceptible		1448707		
1448707.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448707		
1448707.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448707		
1448707.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Susceptible		1448707		
1448691.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Susceptible		1448691		
1448691.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448691		
1448691.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Resistant		1448691		
1448691.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Susceptible		1448691		
1448708.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Susceptible		1448708		
1448708.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Resistant		1448708		
1448708.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448708		
1448708.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Susceptible		1448708		
1448709.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Susceptible		1448709		
1448709.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448709		
1448709.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448709		
1448709.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Susceptible		1448709		
1448710.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Susceptible		1448710		
1448710.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448710		
1448710.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448710		
1448710.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Susceptible		1448710		
1448711.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Susceptible		1448711		
1448711.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448711		
1448711.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448711		
1448711.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Susceptible		1448711		
1448712.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Susceptible		1448712		
1448712.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448712		
1448712.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448712		
1448712.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Susceptible		1448712		
1448713.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Susceptible		1448713		
1448713.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448713		
1448713.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448713		
1448713.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Susceptible		1448713		
1448714.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Susceptible		1448714		
1448714.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448714		
1448714.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448714		
1448714.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Susceptible		1448714		
1448715.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Resistant		1448715		
1448715.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448715		
1448715.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Resistant		1448715		
1448715.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Resistant		1448715		
1448716.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Resistant		1448716		
1448716.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448716		
1448716.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448716		
1448716.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Resistant		1448716		
1448718.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Susceptible		1448718		
1448718.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448718		
1448718.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448718		
1448718.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Susceptible		1448718		
1448717.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Susceptible		1448717		
1448717.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448717		
1448717.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448717		
1448717.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Susceptible		1448717		
1448719.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Susceptible		1448719		
1448719.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448719		
1448719.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448719		
1448719.3	isoniazid		Laboratory Method	Agar proportion	5 mg/L						Susceptible		1448719		
1448720.3	rifampin		Laboratory Method	Agar proportion	128 mg/L						Susceptible		1448720		
1448720.3	streptomycin		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448720		
1448720.3	ethambutol		Laboratory Method	Agar proportion	8 mg/L						Susceptible		1448720		
