BioSample	Alias	ArrayExpress-Species	Biosample	ENA checklist	ENA first public	ENA last update	ENA-CHECKLIST	External Id	INSDC center alias	INSDC center name	INSDC first public	INSDC last update	INSDC status	SRA accession	Submitter Id	Title	collected_by	collection_date	common name	genotype	geo_loc_name	host	host_disease	host_health_state	isolate	isolation_source	lat_lon	pubmed id	pubmed_id	sample_name	species	strain
SAMN03648313																	missing	missing			missing	missing	missing		C00016527	missing	missing					
SAMN03648314																	missing	missing			missing	missing	missing		C00016535	missing	missing					
SAMN03648315																	missing	missing			missing	missing	missing		C00016548	missing	missing					
SAMN03648316																	missing	missing			missing	missing	missing		C00016550	missing	missing					
SAMN03648317																	missing	missing			missing	missing	missing		C00016551	missing	missing					
SAMN03648318																	missing	missing			missing	missing	missing		C00016552	missing	missing					
SAMN03648319																	missing	missing			missing	missing	missing		C00016553	missing	missing					
SAMN03648320																	missing	missing			missing	missing	missing		C00016554	missing	missing					
SAMN03648321																	missing	missing			missing	missing	missing		C00016555	missing	missing					
SAMN03648322																	missing	missing			missing	missing	missing		C00016557	missing	missing					
SAMN03648323																	missing	missing			missing	missing	missing		C00016558	missing	missing					
SAMN03648324																	missing	missing			missing	missing	missing		C00016559	missing	missing					
SAMN03648325																	missing	missing			missing	missing	missing		C00016560	missing	missing					
SAMN03648326																	missing	missing			missing	missing	missing		C00016561	missing	missing					
SAMN03648327																	missing	missing			missing	missing	missing		C00016562	missing	missing					
SAMN03648328																	missing	missing			missing	missing	missing		C00016564	missing	missing					
SAMN03648329																	missing	missing			missing	missing	missing		C00016567	missing	missing					
SAMN03648330																	missing	missing			missing	missing	missing		C00016568	missing	missing					
SAMN03648331																	missing	missing			missing	missing	missing		C00016569	missing	missing					
SAMN03648332																	missing	missing			missing	missing	missing		C00016593	missing	missing					
SAMN03648333																	missing	missing			missing	missing	missing		C00016603	missing	missing					
SAMN03648334																	missing	missing			missing	missing	missing		C00016605	missing	missing					
SAMN03648335																	missing	missing			missing	missing	missing		C00016849	missing	missing					
SAMN03648336																	missing	missing			missing	missing	missing		C00016850	missing	missing					
SAMN03648337																	missing	missing			missing	missing	missing		C00016851	missing	missing					
SAMN03648338																	missing	missing			missing	missing	missing		C00016852	missing	missing					
SAMN03648339																	missing	missing			missing	missing	missing		C00016853	missing	missing					
SAMN03648340																	missing	missing			missing	missing	missing		C00016854	missing	missing					
SAMN03648341																	missing	missing			missing	missing	missing		C00016855	missing	missing					
SAMN03648342																	missing	missing			missing	missing	missing		C00016856	missing	missing					
SAMN03648343																	missing	missing			missing	missing	missing		C00016857	missing	missing					
SAMN03648344																	missing	missing			missing	missing	missing		C00016858	missing	missing					
SAMN03648345																	missing	missing			missing	missing	missing		C00016859	missing	missing					
SAMN03648346																	missing	missing			missing	missing	missing		C00016860	missing	missing					
SAMN03648347																	missing	missing			missing	missing	missing		C00016861	missing	missing					
SAMN03648348																	missing	missing			missing	missing	missing		C00016862	missing	missing					
SAMN03648349																	missing	missing			missing	missing	missing		C00016863	missing	missing					
SAMN03648350																	missing	missing			missing	missing	missing		C00016864	missing	missing					
SAMN03648351																	missing	missing			missing	missing	missing		C00016865	missing	missing					
SAMN03648352																	missing	missing			missing	missing	missing		C00016866	missing	missing					
SAMN03648353																	missing	missing			missing	missing	missing		C00016867	missing	missing					
SAMN03648354																	missing	missing			missing	missing	missing		C00016868	missing	missing					
SAMN03648355																	missing	missing			missing	missing	missing		C00016869	missing	missing					
SAMN03648356																	missing	missing			missing	missing	missing		C00016870	missing	missing					
SAMN03648357																	missing	missing			missing	missing	missing		C00016871	missing	missing					
SAMN03648358																	missing	missing			missing	missing	missing		C00016872	missing	missing					
SAMN03648359																	missing	missing			missing	missing	missing		C00016873	missing	missing					
SAMN03648360																	missing	missing			missing	missing	missing		C00016874	missing	missing					
SAMN03648361																	missing	missing			missing	missing	missing		C00016875	missing	missing					
SAMN03648362																	missing	missing			missing	missing	missing		C00016876	missing	missing					
SAMN03648363																	missing	missing			missing	missing	missing		C00016877	missing	missing					
SAMN03648364																	missing	missing			missing	missing	missing		C00016878	missing	missing					
SAMN03648365																	missing	missing			missing	missing	missing		C00016879	missing	missing					
SAMN03648366																	missing	missing			missing	missing	missing		C00016880	missing	missing					
SAMN03648367																	missing	missing			missing	missing	missing		C00016881	missing	missing					
SAMN03648368																	missing	missing			missing	missing	missing		C00016882	missing	missing					
SAMN03648369																	missing	missing			missing	missing	missing		C00016883	missing	missing					
SAMN03648370																	missing	missing			missing	missing	missing		C00016884	missing	missing					
SAMN03648371																	missing	missing			missing	missing	missing		C00016885	missing	missing					
SAMN03648372																	missing	missing			missing	missing	missing		C00016886	missing	missing					
SAMN03648373																	missing	missing			missing	missing	missing		C00016887	missing	missing					
SAMN03648374																	missing	missing			missing	missing	missing		C00016888	missing	missing					
SAMN03648375																	missing	missing			missing	missing	missing		C00016889	missing	missing					
SAMN03648376																	missing	missing			missing	missing	missing		C00016890	missing	missing					
SAMN03648377																	missing	missing			missing	missing	missing		C00016891	missing	missing					
SAMN03648378																	missing	missing			missing	missing	missing		C00016892	missing	missing					
SAMN03648379																	missing	missing			missing	missing	missing		C00016893	missing	missing					
SAMN03648380																	missing	missing			missing	missing	missing		C00016894	missing	missing					
SAMN03648381																	missing	missing			missing	missing	missing		C00016895	missing	missing					
SAMN03648382																	missing	missing			missing	missing	missing		C00016896	missing	missing					
SAMN03648383																	missing	missing			missing	missing	missing		C00016897	missing	missing					
SAMN03648384																	missing	missing			missing	missing	missing		C00016898	missing	missing					
SAMN03648385																	missing	missing			missing	missing	missing		C00016899	missing	missing					
SAMN03648386																	missing	missing			missing	missing	missing		C00016900	missing	missing					
SAMN03648387																	missing	missing			missing	missing	missing		C00016901	missing	missing					
SAMN03648388																	missing	missing			missing	missing	missing		C00016902	missing	missing					
SAMN03648389																	missing	missing			missing	missing	missing		C00016903	missing	missing					
SAMN03648390																	missing	missing			missing	missing	missing		C00016904	missing	missing					
SAMN03648391																	missing	missing			missing	missing	missing		C00016905	missing	missing					
SAMN03648392																	missing	missing			missing	missing	missing		C00016906	missing	missing					
SAMN03648393																	missing	missing			missing	missing	missing		C00016907	missing	missing					
SAMN03648394																	missing	missing			missing	missing	missing		C00016908	missing	missing					
SAMN03648395																	missing	missing			missing	missing	missing		C00016909	missing	missing					
SAMN03648396																	missing	missing			missing	missing	missing		C00016910	missing	missing					
SAMN03648397																	missing	missing			missing	missing	missing		C00016911	missing	missing					
SAMN03648398																	missing	missing			missing	missing	missing		C00016912	missing	missing					
SAMN03648399																	missing	missing			missing	missing	missing		C00016913	missing	missing					
SAMN03648400																	missing	missing			missing	missing	missing		C00016914	missing	missing					
SAMN03648401																	missing	missing			missing	missing	missing		C00016915	missing	missing					
SAMN03648402																	missing	missing			missing	missing	missing		C00016916	missing	missing					
SAMN03648403																	missing	missing			missing	missing	missing		C00016917	missing	missing					
SAMN03648404																	missing	missing			missing	missing	missing		C00016918	missing	missing					
SAMN03648405																	missing	missing			missing	missing	missing		C00016919	missing	missing					
SAMN03648406																	missing	missing			missing	missing	missing		C00016920	missing	missing					
SAMN03648407																	missing	missing			missing	missing	missing		C00016921	missing	missing					
SAMN03648408																	missing	missing			missing	missing	missing		C00016922	missing	missing					
SAMN03648409																	missing	missing			missing	missing	missing		C00016923	missing	missing					
SAMN03648410																	missing	missing			missing	missing	missing		C00016924	missing	missing					
SAMN03648411																	missing	missing			missing	missing	missing		C00016925	missing	missing					
SAMN03648412																	missing	missing			missing	missing	missing		C00016926	missing	missing					
SAMN03648413																	missing	missing			missing	missing	missing		C00016927	missing	missing					
SAMN03648414																	missing	missing			missing	missing	missing		C00016928	missing	missing					
SAMN03648415																	missing	missing			missing	missing	missing		C00016929	missing	missing					
SAMN03648416																	missing	missing			missing	missing	missing		C00016930	missing	missing					
SAMN03648417																	missing	missing			missing	missing	missing		C00016931	missing	missing					
SAMN03648418																	missing	missing			missing	missing	missing		C00016932	missing	missing					
SAMN03648419																	missing	missing			missing	missing	missing		C00016933	missing	missing					
SAMN03648420																	missing	missing			missing	missing	missing		C00016934	missing	missing					
SAMN03648421																	missing	missing			missing	missing	missing		C00016935	missing	missing					
SAMN03648422																	missing	missing			missing	missing	missing		C00016936	missing	missing					
SAMN03648423																	missing	missing			missing	missing	missing		C00016937	missing	missing					
SAMN03648424																	missing	missing			missing	missing	missing		C00016938	missing	missing					
SAMN03648425																	missing	missing			missing	missing	missing		C00016939	missing	missing					
SAMN03648426																	missing	missing			missing	missing	missing		C00016940	missing	missing					
SAMN03648427																	missing	missing			missing	missing	missing		C00016941	missing	missing					
SAMN03648428																	missing	missing			missing	missing	missing		C00016942	missing	missing					
SAMN03648429																	missing	missing			missing	missing	missing		C00016943	missing	missing					
SAMN03648430																	missing	missing			missing	missing	missing		C00016944	missing	missing					
SAMN03648431																	missing	missing			missing	missing	missing		C00017917	missing	missing					
SAMN03648432																	missing	missing			missing	missing	missing		C00017918	missing	missing					
SAMN03648433																	missing	missing			missing	missing	missing		C00017919	missing	missing					
SAMN03648434																	missing	missing			missing	missing	missing		C00017921	missing	missing					
SAMN03648435																	missing	missing			missing	missing	missing		C00017922	missing	missing					
SAMN03648436																	missing	missing			missing	missing	missing		C00017923	missing	missing					
SAMN03648437																	missing	missing			missing	missing	missing		C00017924	missing	missing					
SAMN03648438																	missing	missing			missing	missing	missing		C00017925	missing	missing					
SAMN03648439																	missing	missing			missing	missing	missing		C00017926	missing	missing					
SAMN03648440																	missing	missing			missing	missing	missing		C00017927	missing	missing					
SAMN03648441																	missing	missing			missing	missing	missing		C00017928	missing	missing					
SAMN03648442																	missing	missing			missing	missing	missing		C00017929	missing	missing					
SAMN03648443																	missing	missing			missing	missing	missing		C00017930	missing	missing					
SAMN03648444																	missing	missing			missing	missing	missing		C00017931	missing	missing					
SAMN03648445																	missing	missing			missing	missing	missing		C00017932	missing	missing					
SAMN03648446																	missing	missing			missing	missing	missing		C00017933	missing	missing					
SAMN03648447																	missing	missing			missing	missing	missing		C00017934	missing	missing					
SAMN03648448																	missing	missing			missing	missing	missing		C00017935	missing	missing					
SAMN03648449																	missing	missing			missing	missing	missing		C00017936	missing	missing					
SAMN03648450																	missing	missing			missing	missing	missing		C00017937	missing	missing					
SAMN03648451																	missing	missing			missing	missing	missing		C00017938	missing	missing					
SAMN03648452																	missing	missing			missing	missing	missing		C00017939	missing	missing					
SAMN03648453																	missing	missing			missing	missing	missing		C00017940	missing	missing					
SAMN03648454																	missing	missing			missing	missing	missing		C00017941	missing	missing					
SAMN03648455																	missing	missing			missing	missing	missing		C00017942	missing	missing					
SAMN03648456																	missing	missing			missing	missing	missing		C00017943	missing	missing					
SAMN03648457																	missing	missing			missing	missing	missing		C00017944	missing	missing					
SAMN03648458																	missing	missing			missing	missing	missing		C00017945	missing	missing					
SAMN03648459																	missing	missing			missing	missing	missing		C00017946	missing	missing					
SAMN03648460																	missing	missing			missing	missing	missing		C00017947	missing	missing					
SAMN03648461																	missing	missing			missing	missing	missing		C00017948	missing	missing					
SAMN03648462																	missing	missing			missing	missing	missing		C00017949	missing	missing					
SAMN03648463																	missing	missing			missing	missing	missing		C00017950	missing	missing					
SAMN03648464																	missing	missing			missing	missing	missing		C00017951	missing	missing					
SAMN03648465																	missing	missing			missing	missing	missing		C00017952	missing	missing					
SAMN03648466																	missing	missing			missing	missing	missing		C00017953	missing	missing					
SAMN03648467																	missing	missing			missing	missing	missing		C00017954	missing	missing					
SAMN03648468																	missing	missing			missing	missing	missing		C00017955	missing	missing					
SAMN03648469																	missing	missing			missing	missing	missing		C00017956	missing	missing					
SAMN03648470																	missing	missing			missing	missing	missing		C00017957	missing	missing					
SAMN03648471																	missing	missing			missing	missing	missing		C00017958	missing	missing					
SAMN03648472																	missing	missing			missing	missing	missing		C00017959	missing	missing					
SAMN03648473																	missing	missing			missing	missing	missing		C00017960	missing	missing					
SAMN03648474																	missing	missing			missing	missing	missing		C00017961	missing	missing					
SAMN03648475																	missing	missing			missing	missing	missing		C00017962	missing	missing					
SAMN03648476																	missing	missing			missing	missing	missing		C00017963	missing	missing					
SAMN03648477																	missing	missing			missing	missing	missing		C00017964	missing	missing					
SAMN03648478																	missing	missing			missing	missing	missing		C00017965	missing	missing					
SAMN03648479																	missing	missing			missing	missing	missing		C00017966	missing	missing					
SAMN03648480																	missing	missing			missing	missing	missing		C00017967	missing	missing					
SAMN03648481																	missing	missing			missing	missing	missing		C00017968	missing	missing					
SAMN03648482																	missing	missing			missing	missing	missing		C00017969	missing	missing					
SAMN03648483																	missing	missing			missing	missing	missing		C00017970	missing	missing					
SAMN03648484																	missing	missing			missing	missing	missing		C00017971	missing	missing					
SAMN03648485																	missing	missing			missing	missing	missing		C00017973	missing	missing					
SAMN03648486																	missing	missing			missing	missing	missing		C00017974	missing	missing					
SAMN03648487																	missing	missing			missing	missing	missing		C00017975	missing	missing					
SAMN03648488																	missing	missing			missing	missing	missing		C00017976	missing	missing					
SAMN03648489																	missing	missing			missing	missing	missing		C00017977	missing	missing					
SAMN03648490																	missing	missing			missing	missing	missing		C00017978	missing	missing					
SAMN03648491																	missing	missing			missing	missing	missing		C00017979	missing	missing					
SAMN03648492																	missing	missing			missing	missing	missing		C00017980	missing	missing					
SAMN03648493																	missing	missing			missing	missing	missing		C00017981	missing	missing					
SAMN03648494																	missing	missing			missing	missing	missing		C00017982	missing	missing					
SAMN03648495																	missing	missing			missing	missing	missing		C00017983	missing	missing					
SAMN03648496																	missing	missing			missing	missing	missing		C00017984	missing	missing					
SAMN03648497																	missing	missing			missing	missing	missing		C00017985	missing	missing					
SAMN03648498																	missing	missing			missing	missing	missing		C00017986	missing	missing					
SAMN03648499																	missing	missing			missing	missing	missing		C00017987	missing	missing					
SAMN03648500																	missing	missing			missing	missing	missing		C00017988	missing	missing					
SAMN03648501																	missing	missing			missing	missing	missing		C00017989	missing	missing					
SAMN03648502																	missing	missing			missing	missing	missing		C00017990	missing	missing					
SAMN03648503																	missing	missing			missing	missing	missing		C00017991	missing	missing					
SAMN03648504																	missing	missing			missing	missing	missing		C00017992	missing	missing					
SAMN03648505																	missing	missing			missing	missing	missing		C00017993	missing	missing					
SAMN03648506																	missing	missing			missing	missing	missing		C00017994	missing	missing					
SAMN03648507																	missing	missing			missing	missing	missing		C00017995	missing	missing					
SAMN03648508																	missing	missing			missing	missing	missing		C00017996	missing	missing					
SAMN03648509																	missing	missing			missing	missing	missing		C00017997	missing	missing					
SAMN03648510																	missing	missing			missing	missing	missing		C00017998	missing	missing					
SAMN03648511																	missing	missing			missing	missing	missing		C00017999	missing	missing					
SAMN03648512																	missing	missing			missing	missing	missing		C00018000	missing	missing					
SAMN03648513																	missing	missing			missing	missing	missing		C00018001	missing	missing					
SAMN03648514																	missing	missing			missing	missing	missing		C00018002	missing	missing					
SAMN03648515																	missing	missing			missing	missing	missing		C00018003	missing	missing					
SAMN03648516																	missing	missing			missing	missing	missing		C00018004	missing	missing					
SAMN03648517																	missing	missing			missing	missing	missing		C00018005	missing	missing					
SAMN03648518																	missing	missing			missing	missing	missing		C00018006	missing	missing					
SAMN03648519																	missing	missing			missing	missing	missing		C00018007	missing	missing					
SAMN03648520																	missing	missing			missing	missing	missing		C00018008	missing	missing					
SAMN03648521																	missing	missing			missing	missing	missing		C00018009	missing	missing					
SAMN03648522																	missing	missing			missing	missing	missing		C00018010	missing	missing					
SAMN03648523																	missing	missing			missing	missing	missing		C00018011	missing	missing					
SAMN03648524																	missing	missing			missing	missing	missing		C00018012	missing	missing					
SAMN03648525																	missing	missing			missing	missing	missing		C00018800	missing	missing					
SAMN03648526																	missing	missing			missing	missing	missing		20c07fb7-b3a8-4083-8d2e-d0d9da8d7e67	missing	missing					
SAMN03648527																	missing	missing			missing	missing	missing		c0f29d17-6895-4d65-9b26-8edb56fd183c	missing	missing					
SAMN03648528																	missing	missing			missing	missing	missing		cd46f7cf-5b58-4873-9ac6-41a461d883cb	missing	missing					
SAMN03648529																	missing	missing			missing	missing	missing		f8ef6b41-7e07-4637-b6e5-fa13817ea522	missing	missing					
SAMN03648530																	missing	missing			missing	missing	missing		9c60a212-22fa-4a86-9632-262ba49f9bd4	missing	missing					
SAMN03648531																	missing	missing			missing	missing	missing		816a4d1c-f16f-4d4c-ac80-22ae4aa2880e	missing	missing					
SAMN03648532																	missing	missing			missing	missing	missing		04d2c2ea-587a-4b83-82f0-6bd65dd500d1	missing	missing					
SAMN03648533																	missing	missing			missing	missing	missing		ac9bbb86-fa99-4738-89de-ebe6edae84fe	missing	missing					
SAMN03648534																	missing	missing			missing	missing	missing		49f307e3-5cf4-47ae-909d-37685338329d	missing	missing					
SAMN03648535																	missing	missing			missing	missing	missing		4c0306ba-a82a-40ec-8852-9e21b9540d36	missing	missing					
SAMN03648536																	missing	missing			missing	missing	missing		22d32a62-d0ae-4194-be7c-e71c6138f665	missing	missing					
SAMN03648537																	missing	missing			missing	missing	missing		3bf37ed2-6088-4e86-bcf5-91102ac29b9d	missing	missing					
SAMN03648538																	missing	missing			missing	missing	missing		ddb3278c-b35d-4746-be2f-4a0e8071cec8	missing	missing					
SAMN03648539																	missing	missing			missing	missing	missing		719b7987-e470-4af1-afed-ada5a439c75c	missing	missing					
SAMN03648540																	missing	missing			missing	missing	missing		8b2b8f5c-a607-4376-850d-a9a02cbe29cb	missing	missing					
SAMN03648541																	missing	missing			missing	missing	missing		679552dd-bcc9-47ea-9bec-4f1d457f0922	missing	missing					
SAMN03648542																	missing	missing			missing	missing	missing		9d41ed0c-02bd-4ba3-aa73-c22f73b5e250	missing	missing					
SAMN03648543																	missing	missing			missing	missing	missing		57104551-39be-43df-9c13-fdf8f3bcb399	missing	missing					
SAMN03648544																	missing	missing			missing	missing	missing		567d5ed3-a555-489c-800a-6d4f75c4a503	missing	missing					
SAMN03648545																	missing	missing			missing	missing	missing		48183eb0-e209-423a-af9f-45a223605056	missing	missing					
SAMN03648546																	missing	missing			missing	missing	missing		e6b957b0-97da-476c-9bd0-4dac13ff6468	missing	missing					
SAMN03648547																	missing	missing			missing	missing	missing		28ad3f59-225d-479b-9b3f-7b7c98970c53	missing	missing					
SAMN03648548																	missing	missing			missing	missing	missing		f6f75898-1b48-4c8b-a51f-023eb2261eec	missing	missing					
SAMN03648549																	missing	missing			missing	missing	missing		269cefc5-3b46-4d31-8772-db1f1ace7d98	missing	missing					
SAMN03648550																	missing	missing			missing	missing	missing		fd98dd57-7158-4805-96ca-3e25ef6fbaf8	missing	missing					
SAMN03648551																	missing	missing			missing	missing	missing		469e46f6-4492-4d54-b79d-86edb51e0b85	missing	missing					
SAMN03648552																	missing	missing			missing	missing	missing		275fa20f-1cc1-4b73-a097-cd036059cdf5	missing	missing					
SAMN03648553																	missing	missing			missing	missing	missing		9bc086cb-b795-46fe-b138-fdf748f87bd6	missing	missing					
SAMN03648554																	missing	missing			missing	missing	missing		7e0479f2-c2f9-47d0-8793-02050c347b94	missing	missing					
SAMN03648555																	missing	missing			missing	missing	missing		e0f6081c-9858-46cf-9af2-54373619d9af	missing	missing					
SAMN03648556																	missing	missing			missing	missing	missing		13de118d-09da-4cab-b1e3-6636555bbd6a	missing	missing					
SAMN03648557																	missing	missing			missing	missing	missing		25b61133-49b3-4867-9818-81142ded070d	missing	missing					
SAMN03648558																	missing	missing			missing	missing	missing		5553c203-4ae0-4750-b730-b3d1be6131b5	missing	missing					
SAMN03648559																	missing	missing			missing	missing	missing		fda1b81a-d6aa-44e1-a7a6-10c7414ae53a	missing	missing					
SAMN03648560																	missing	missing			missing	missing	missing		2dfba13f-ac85-494c-a02f-5655c77a8ed6	missing	missing					
SAMN03648561																	missing	missing			missing	missing	missing		db36a096-36db-457f-a861-70617ec7798f	missing	missing					
SAMN03648562																	missing	missing			missing	missing	missing		fdf3d4c6-ed2a-4c3a-a8a0-ad60f23dac76	missing	missing					
SAMN03648563																	missing	missing			missing	missing	missing		c161a7d7-bcc8-41e6-a9a6-d1ae0fff3366	missing	missing					
SAMN03648564																	missing	missing			missing	missing	missing		4ae516cc-eeef-40ea-806c-4f35a3860e4d	missing	missing					
SAMN03648565																	missing	missing			missing	missing	missing		9ec3e653-3c5a-4fa4-af94-716ba43e9cb1	missing	missing					
SAMN03648566																	missing	missing			missing	missing	missing		caebf177-0f25-4c55-b0f5-b4b6cdcd92c1	missing	missing					
SAMN03648567																	missing	missing			missing	missing	missing		4390e118-4b50-4a5c-be3d-273cc1a76a3b	missing	missing					
SAMN03648568																	missing	missing			missing	missing	missing		993d7459-79c1-48d4-bedd-a576615e8fbc	missing	missing					
SAMN03648569																	missing	missing			missing	missing	missing		8c020d16-5b45-4465-bba6-6df44eb8536f	missing	missing					
SAMN03648570																	missing	missing			missing	missing	missing		3c884b19-30cd-49c7-86ee-797907edc070	missing	missing					
SAMN03648571																	missing	missing			missing	missing	missing		1321b9e9-2893-4e10-8d43-28e2dd9d9ed7	missing	missing					
SAMN03648572																	missing	missing			missing	missing	missing		8c8af5ef-e06b-4814-a0f3-2d3adfa45ad8	missing	missing					
SAMN03648573																	missing	missing			missing	missing	missing		1dc82247-2dd8-45e4-866d-c6ccb19fc540	missing	missing					
SAMN03648574																	missing	missing			missing	missing	missing		98b98d00-6020-4043-b18b-8f9827103cd7	missing	missing					
SAMN03648575																	missing	missing			missing	missing	missing		2853da5b-0762-4de0-95f4-26ff5ed493b0	missing	missing					
SAMN03648576																	missing	missing			missing	missing	missing		3360abd6-49c0-4a63-84dd-291fb973d269	missing	missing					
SAMN03648577																	missing	missing			missing	missing	missing		4db0beaf-eeca-4eb1-8435-d6ce7167ba87	missing	missing					
SAMN03648578																	missing	missing			missing	missing	missing		6c841491-aba5-47d7-a0e6-eacb95cea0c3	missing	missing					
SAMN03648579																	missing	missing			missing	missing	missing		7297e14f-a22e-4e58-82f3-1a37e20faea8	missing	missing					
SAMN03648580																	missing	missing			missing	missing	missing		76270f38-64f8-4dd0-bdba-06a64242f7b9	missing	missing					
SAMN03648581																	missing	missing			missing	missing	missing		fdb8d709-ac7a-4a7f-9522-f99c7a9f3661	missing	missing					
SAMN03648582																	missing	missing			missing	missing	missing		4679e031-fedc-47e1-bdd0-dd6c249f09df	missing	missing					
SAMN03648583																	missing	missing			missing	missing	missing		37d235f9-4eb8-47be-993b-7a8b14fcae88	missing	missing					
SAMN03648584																	missing	missing			missing	missing	missing		4801675c-4db2-40f0-917e-2648f49edf1c	missing	missing					
SAMN03648585																	missing	missing			missing	missing	missing		dd416b3f-d2a2-4961-b871-578ebf625e53	missing	missing					
SAMN03648586																	missing	missing			missing	missing	missing		04c88fe7-7564-484a-9d91-43bdd30076f6	missing	missing					
SAMN03648587																	missing	missing			missing	missing	missing		e3084ae2-99e2-4332-838a-26da0cbeb895	missing	missing					
SAMN03648588																	missing	missing			missing	missing	missing		4472c742-2ee1-4ad7-bc0f-382198d760b3	missing	missing					
SAMN03648589																	missing	missing			missing	missing	missing		50bb9565-e921-4f4f-9ce4-3ef08e80bf85	missing	missing					
SAMN03648590																	missing	missing			missing	missing	missing		e9fcc79f-4ed1-4dc2-a89b-343df903ace0	missing	missing					
SAMN03648591																	missing	missing			missing	missing	missing		abc83d12-95d4-46af-89eb-7d84ab94068e	missing	missing					
SAMN03648592																	missing	missing			missing	missing	missing		95215183-2e83-4701-9d43-d80f36eba228	missing	missing					
SAMN03648593																	missing	missing			missing	missing	missing		869f42ee-9118-4daf-8add-62979b89fb5e	missing	missing					
SAMN03648594																	missing	missing			missing	missing	missing		525003bb-96dc-4fbb-9571-f4c3611c0d1f	missing	missing					
SAMN03648595																	missing	missing			missing	missing	missing		b9e35e25-4c70-4ce2-bdd5-bb5485c51f61	missing	missing					
SAMN03648596																	missing	missing			missing	missing	missing		a01dbc8f-3b07-411c-bfeb-b18ae85bd01c	missing	missing					
SAMN03648597																	missing	missing			missing	missing	missing		6bfdee0d-0302-49bb-a887-711845371cb2	missing	missing					
SAMN03648598																	missing	missing			missing	missing	missing		f0ee1e90-4f4c-46ce-bf90-4685b545912d	missing	missing					
SAMN03648599																	missing	missing			missing	missing	missing		ffe04ae7-883e-4c96-8255-3bafad0b475a	missing	missing					
SAMN03648600																	missing	missing			missing	missing	missing		30200a74-798e-4d26-89da-b6263c7bffc7	missing	missing					
SAMN03648601																	missing	missing			missing	missing	missing		cf1353a4-ab4f-4b15-884e-1dcc749d32a7	missing	missing					
SAMN03648602																	missing	missing			missing	missing	missing		25338010-348a-46a6-9068-e37a4aaf3db2	missing	missing					
SAMN03648603																	missing	missing			missing	missing	missing		d964fab5-1b4c-4427-bdb1-84cc20cbed66	missing	missing					
SAMN03648604																	missing	missing			missing	missing	missing		06057008-5169-4158-a2bc-79d36b5d049b	missing	missing					
SAMN03648605																	missing	missing			missing	missing	missing		f136698c-505e-4a84-94ae-113c50a5c267	missing	missing					
SAMN03648606																	missing	missing			missing	missing	missing		9c45771a-cfbf-4fdf-8258-bba3a3d698d6	missing	missing					
SAMN03648607																	missing	missing			missing	missing	missing		637728f4-7f7c-4971-9fc7-1f50d34989ac	missing	missing					
SAMN03648608																	missing	missing			missing	missing	missing		1d0ad658-2a40-4b70-a883-2ce255120b7b	missing	missing					
SAMN03648609																	missing	missing			missing	missing	missing		0e8cd04c-75aa-448c-93e7-0deed7586570	missing	missing					
SAMN03648610																	missing	missing			missing	missing	missing		fcaa7c7f-7e5e-44ac-b2f1-c1988502ff33	missing	missing					
SAMN03648611																	missing	missing			missing	missing	missing		7b016db4-5579-4f35-9d1d-ab458daba098	missing	missing					
SAMN03648612																	missing	missing			missing	missing	missing		2141bbb4-8876-4ec7-9de3-0e0af21a1cec	missing	missing					
SAMN03648613																	missing	missing			missing	missing	missing		f6e66b36-737f-49dd-a68f-27348732a9a7	missing	missing					
SAMN03648614																	missing	missing			missing	missing	missing		5b1034af-3bb7-4975-be6e-21aa0cbe9c75	missing	missing					
SAMN03648615																	missing	missing			missing	missing	missing		5b05a26b-d9ca-4dca-b4bb-2192de37e5af	missing	missing					
SAMN03648616																	missing	missing			missing	missing	missing		e35e98e7-faa3-4407-9e43-0a0a28e42967	missing	missing					
SAMN03648617																	missing	missing			missing	missing	missing		00bce33b-fedd-4135-bba7-de8fe88fbdde	missing	missing					
SAMN03648618																	missing	missing			missing	missing	missing		d9e6f89c-a4f6-42c6-96e7-e746a8326e9c	missing	missing					
SAMN03648619																	missing	missing			missing	missing	missing		f795737d-a208-4603-8297-c517b827af6a	missing	missing					
SAMN03648620																	missing	missing			missing	missing	missing		75713b99-c9a8-48ea-ba23-6eb859268dce	missing	missing					
SAMN03648621																	missing	missing			missing	missing	missing		603a589a-4962-460e-bf5a-7e02c4038e47	missing	missing					
SAMN03648622																	missing	missing			missing	missing	missing		0c0507f3-253f-4540-b95d-f7675f20a1e0	missing	missing					
SAMN03648623																	missing	missing			missing	missing	missing		a9ca5179-dfd3-4b8e-a8e7-190f913b216d	missing	missing					
SAMN03648624																	missing	missing			missing	missing	missing		9f6313f5-d946-4034-8646-de134c4e7263	missing	missing					
SAMN03648625																	missing	missing			missing	missing	missing		1b0fadaf-1ea1-432f-88f2-1cc163d227f0	missing	missing					
SAMN03648626																	missing	missing			missing	missing	missing		8b897de1-86c8-40e0-90c9-0460e9cac1c6	missing	missing					
SAMN03648627																	missing	missing			missing	missing	missing		7a3c4bd8-cdcc-407f-938a-b5a60bc50eea	missing	missing					
SAMN03648628																	missing	missing			missing	missing	missing		1629cf2c-1113-4f8a-9e33-ce33b0d1e6d4	missing	missing					
SAMN03648629																	missing	missing			missing	missing	missing		23aeb4af-dfbc-4356-a94b-3cc9236c4faa	missing	missing					
SAMN03648630																	missing	missing			missing	missing	missing		8ab5d18b-84a3-485b-912f-83fb9e9111ec	missing	missing					
